Chr	Origin	Start	End	Strand	ID_transcript	ID_Gene	Class_code	Exons	Length	GC
chr01	StringTie	1404730	1410895	+	MSTRG.312.1	MSTRG.312	u	3	223	35.426008968609864
chr01	StringTie	1419941	1420238	+	MSTRG.313.1	MSTRG.313	u	1	298	36.577181208053695
chr01	StringTie	1430953	1431597	+	MSTRG.314.1	MSTRG.314	u	2	207	37.68115942028985
chr01	StringTie	1454800	1455651	+	MSTRG.315.8	MSTRG.315	u	3	540	37.592592592592595
chr01	StringTie	1558888	1559978	+	MSTRG.334.1	MSTRG.334	x	3	306	34.967320261437905
chr01	StringTie	1640353	1641044	+	MSTRG.344.1	MSTRG.344	x	2	403	35.235732009925556
chr01	StringTie	1676820	1677088	+	MSTRG.345.1	MSTRG.345	u	1	269	36.43122676579926
chr01	StringTie	1765300	1765735	+	MSTRG.362.1	MSTRG.362	i	2	391	29.156010230179028
chr01	StringTie	1782386	1782878	+	MSTRG.360.1	MSTRG.360	u	1	493	31.643002028397564
chr01	StringTie	1789176	1789783	+	MSTRG.367.1	MSTRG.367	i	2	583	39.79416809605489
chr01	StringTie	1820084	1820569	+	MSTRG.369.1	MSTRG.369	u	2	200	46.0
chr01	StringTie	1846161	1846997	+	MSTRG.375.1	MSTRG.375	u	2	517	39.458413926499034
chr01	StringTie	1851777	1852773	+	MSTRG.374.1	MSTRG.374	u	2	434	42.857142857142854
chr01	StringTie	1859695	1859906	+	MSTRG.376.1	MSTRG.376	u	1	212	28.77358490566038
chr01	StringTie	1876752	1877100	+	MSTRG.386.1	MSTRG.386	u	1	349	34.67048710601719
chr01	StringTie	1883883	1889845	+	MSTRG.387.1	MSTRG.387	u	2	572	37.58741258741259
chr01	StringTie	1893080	1896090	+	MSTRG.388.6	MSTRG.388	o	2	2949	35.130552729738895
chr01	StringTie	1933848	1934446	+	MSTRG.396.1	MSTRG.396	x	1	599	43.40567612687813
chr01	StringTie	2046587	2046873	+	MSTRG.405.1	MSTRG.405	u	1	287	19.51219512195122
chr01	StringTie	2056089	2056631	+	MSTRG.406.1	MSTRG.406	u	2	326	38.34355828220859
chr01	StringTie	2114338	2114614	+	MSTRG.414.1	MSTRG.414	u	1	277	32.12996389891697
chr01	StringTie	2135049	2136028	+	MSTRG.427.1	MSTRG.427	x	2	607	35.25535420098847
chr01	StringTie	2136838	2137677	+	MSTRG.428.1	MSTRG.428	x	2	211	39.33649289099526
chr01	StringTie	2171885	2172368	+	MSTRG.432.1	MSTRG.432	x	1	484	32.85123966942149
chr01	StringTie	2234078	2234401	+	MSTRG.446.1	MSTRG.446	x	1	324	38.888888888888886
chr01	StringTie	2286646	2287777	+	MSTRG.472.1	MSTRG.472	x	2	357	38.37535014005602
chr01	StringTie	2301198	2302997	+	MSTRG.457.1	MSTRG.457	u	1	1800	30.833333333333332
chr01	StringTie	2307182	2307472	+	MSTRG.459.1	MSTRG.459	u	1	291	37.45704467353952
chr01	StringTie	2340080	2340300	+	MSTRG.465.1	MSTRG.465	u	1	221	19.457013574660632
chr01	StringTie	2377687	2379176	+	MSTRG.476.3	MSTRG.476	u	2	1332	38.06306306306306
chr01	StringTie	2379327	2381937	+	MSTRG.477.1	MSTRG.477	u	1	2611	35.810034469551894
chr01	StringTie	2399791	2400009	+	MSTRG.474.1	MSTRG.474	u	1	219	24.200913242009133
chr01	StringTie	2414499	2417294	+	MSTRG.481.2	MSTRG.481	u	1	2796	33.22603719599428
chr01	StringTie	2418168	2418500	+	MSTRG.482.1	MSTRG.482	u	2	298	31.20805369127517
chr01	StringTie	2470107	2471167	+	MSTRG.494.1	MSTRG.494	o	2	913	36.25410733844469
chr01	StringTie	2560165	2560470	+	MSTRG.509.1	MSTRG.509	u	1	306	31.372549019607842
chr01	StringTie	2574708	2574937	+	MSTRG.515.1	MSTRG.515	i	1	230	29.565217391304348
chr01	StringTie	2644024	2645831	+	MSTRG.534.1	MSTRG.534	x	2	425	42.588235294117645
chr01	StringTie	2688144	2688470	+	MSTRG.537.1	MSTRG.537	u	1	327	29.357798165137616
chr01	StringTie	2692529	2693683	+	MSTRG.540.1	MSTRG.540	u	1	1155	35.58441558441559
chr01	StringTie	2694485	2695374	+	MSTRG.542.1	MSTRG.542	x	2	550	46.0
chr01	StringTie	2763239	2763572	+	MSTRG.563.1	MSTRG.563	x	2	229	41.48471615720524
chr01	StringTie	2777125	2778890	+	MSTRG.574.1	MSTRG.574	u	2	902	38.248337028824835
chr01	StringTie	2799343	2799550	+	MSTRG.569.1	MSTRG.569	x	1	208	37.98076923076923
chr01	StringTie	2801097	2801466	+	MSTRG.581.1	MSTRG.581	u	2	349	28.36676217765043
chr01	StringTie	2807361	2808142	+	MSTRG.582.1	MSTRG.582	x	2	480	36.25
chr01	StringTie	2808475	2809393	+	MSTRG.583.1	MSTRG.583	x	3	280	40.0
chr01	StringTie	2859260	2859523	+	MSTRG.593.1	MSTRG.593	x	1	264	42.04545454545455
chr01	StringTie	2887970	2888524	+	MSTRG.588.2	MSTRG.588	o	2	523	45.88910133843212
chr01	StringTie	2979945	2980170	+	MSTRG.607.1	MSTRG.607	u	1	226	33.6283185840708
chr01	StringTie	2985408	2986479	+	MSTRG.616.1	MSTRG.616	u	2	235	36.59574468085106
chr01	StringTie	2986993	2989306	+	MSTRG.617.1	MSTRG.617	u	3	417	44.124700239808156
chr01	StringTie	2998651	2998890	+	MSTRG.613.1	MSTRG.613	u	1	240	17.916666666666668
chr01	StringTie	3002509	3002832	+	MSTRG.612.1	MSTRG.612	u	1	324	35.80246913580247
chr01	StringTie	3004742	3004942	+	MSTRG.614.1	MSTRG.614	u	1	201	30.845771144278608
chr01	StringTie	3011442	3019401	+	MSTRG.623.2	MSTRG.623	x	2	483	42.44306418219462
chr01	StringTie	3031404	3031798	+	MSTRG.621.1	MSTRG.621	u	2	200	46.5
chr01	StringTie	3059429	3059753	+	MSTRG.625.1	MSTRG.625	u	1	325	33.53846153846154
chr01	StringTie	3085594	3087860	+	MSTRG.627.2	MSTRG.627	u	2	691	32.127351664254704
chr01	StringTie	3099865	3100453	+	MSTRG.628.1	MSTRG.628	u	1	589	29.541595925297113
chr01	StringTie	3102119	3102932	+	MSTRG.632.5	MSTRG.632	o	2	746	36.997319034852545
chr01	StringTie	3142586	3143654	+	MSTRG.638.2	MSTRG.638	o	2	981	37.61467889908257
chr01	StringTie	3164359	3164663	+	MSTRG.642.1	MSTRG.642	u	1	305	27.21311475409836
chr01	StringTie	3172606	3173167	+	MSTRG.644.1	MSTRG.644	x	1	562	39.50177935943061
chr01	StringTie	3181163	3183273	+	MSTRG.656.1	MSTRG.656	o	3	1668	40.22781774580336
chr01	StringTie	3214885	3216554	+	MSTRG.660.1	MSTRG.660	u	1	1670	37.0059880239521
chr01	StringTie	3227648	3228582	+	MSTRG.654.1	MSTRG.654	o	2	821	32.39951278928137
chr01	StringTie	3250276	3250612	+	MSTRG.700.1	MSTRG.700	u	2	227	36.563876651982376
chr01	StringTie	3264886	3265127	+	MSTRG.662.1	MSTRG.662	u	1	242	23.553719008264462
chr01	StringTie	3275947	3276189	+	MSTRG.664.1	MSTRG.664	u	1	243	31.275720164609055
chr01	StringTie	3290800	3291507	+	MSTRG.665.1	MSTRG.665	u	1	708	29.23728813559322
chr01	StringTie	3368921	3377142	+	MSTRG.676.3	MSTRG.676	o	3	674	36.201780415430264
chr01	StringTie	3373842	3374065	+	MSTRG.678.1	MSTRG.678	u	1	224	31.25
chr01	StringTie	3382097	3382660	+	MSTRG.675.1	MSTRG.675	u	1	564	35.283687943262414
chr01	StringTie	3420053	3420684	+	MSTRG.690.1	MSTRG.690	u	1	632	69.14556962025317
chr01	StringTie	3429112	3429328	+	MSTRG.692.1	MSTRG.692	u	1	217	29.493087557603687
chr01	StringTie	3431476	3431698	+	MSTRG.693.1	MSTRG.693	u	1	223	47.08520179372197
chr01	StringTie	3453845	3454147	+	MSTRG.709.1	MSTRG.709	u	1	303	29.702970297029704
chr01	StringTie	3487994	3488204	+	MSTRG.720.1	MSTRG.720	x	1	211	35.07109004739336
chr01	StringTie	3514968	3515302	+	MSTRG.722.1	MSTRG.722	u	2	226	40.70796460176991
chr01	StringTie	3527163	3527586	+	MSTRG.727.1	MSTRG.727	x	2	241	42.32365145228216
chr01	StringTie	3545745	3545959	+	MSTRG.729.1	MSTRG.729	u	1	215	24.651162790697676
chr01	StringTie	3568045	3568604	+	MSTRG.735.1	MSTRG.735	x	2	362	38.950276243093924
chr01	StringTie	3573198	3573447	+	MSTRG.733.1	MSTRG.733	u	1	250	38.8
chr01	StringTie	3579766	3579990	+	MSTRG.736.1	MSTRG.736	u	1	225	45.333333333333336
chr01	StringTie	3580982	3581344	+	MSTRG.737.1	MSTRG.737	u	1	363	35.26170798898072
chr01	StringTie	3601475	3601901	+	MSTRG.741.1	MSTRG.741	u	1	427	32.78688524590164
chr01	StringTie	3602801	3603048	+	MSTRG.740.1	MSTRG.740	u	1	248	31.85483870967742
chr01	StringTie	3616302	3617562	+	MSTRG.746.1	MSTRG.746	o	2	395	38.734177215189874
chr01	StringTie	3686319	3698362	+	MSTRG.753.1	MSTRG.753	x	5	370	51.08108108108108
chr01	StringTie	3696592	3697137	+	MSTRG.757.1	MSTRG.757	u	2	481	73.5966735966736
chr01	StringTie	3722727	3723369	+	MSTRG.758.1	MSTRG.758	u	2	531	37.28813559322034
chr01	StringTie	3763025	3766176	+	MSTRG.769.3	MSTRG.769	o	2	466	38.197424892703864
chr01	StringTie	3777596	3777853	+	MSTRG.767.1	MSTRG.767	u	1	258	36.82170542635659
chr01	StringTie	3788272	3788751	+	MSTRG.770.1	MSTRG.770	u	1	480	34.791666666666664
chr01	StringTie	3791836	3799516	+	MSTRG.780.1	MSTRG.780	u	2	234	40.17094017094017
chr01	StringTie	3803637	3803914	+	MSTRG.782.1	MSTRG.782	u	1	278	29.496402877697843
chr01	StringTie	3827207	3827536	+	MSTRG.772.1	MSTRG.772	u	1	330	33.333333333333336
chr01	StringTie	3828337	3828575	+	MSTRG.784.1	MSTRG.784	u	1	239	39.7489539748954
chr01	StringTie	3864490	3864689	+	MSTRG.774.1	MSTRG.774	u	1	200	38.0
chr01	StringTie	3881248	3881545	+	MSTRG.786.1	MSTRG.786	u	1	298	45.63758389261745
chr01	StringTie	3909933	3910158	+	MSTRG.789.1	MSTRG.789	u	1	226	36.283185840707965
chr01	StringTie	3912370	3920330	+	MSTRG.801.2	MSTRG.801	u	2	806	47.39454094292804
chr01	StringTie	3933866	3934378	+	MSTRG.795.1	MSTRG.795	u	1	513	30.994152046783626
chr01	StringTie	3937199	3937482	+	MSTRG.799.1	MSTRG.799	u	1	284	38.38028169014085
chr01	StringTie	3947656	3948268	+	MSTRG.796.1	MSTRG.796	u	2	553	45.20795660036166
chr01	StringTie	3951452	3952234	+	MSTRG.803.1	MSTRG.803	u	1	783	39.08045977011494
chr01	StringTie	3964138	3964423	+	MSTRG.805.1	MSTRG.805	u	1	286	39.16083916083916
chr01	StringTie	3969575	3969916	+	MSTRG.806.1	MSTRG.806	u	1	342	37.134502923976605
chr01	StringTie	3993605	3995415	+	MSTRG.812.2	MSTRG.812	x	3	1541	40.94743672939649
chr01	StringTie	4044981	4045695	+	MSTRG.822.1	MSTRG.822	x	1	715	38.74125874125874
chr01	StringTie	4047124	4047453	+	MSTRG.823.1	MSTRG.823	x	1	330	38.78787878787879
chr01	StringTie	4067937	4068391	+	MSTRG.831.1	MSTRG.831	x	1	455	44.83516483516483
chr01	StringTie	4081171	4081388	+	MSTRG.837.1	MSTRG.837	u	1	218	39.908256880733944
chr01	StringTie	4084709	4085074	+	MSTRG.838.1	MSTRG.838	u	2	222	41.44144144144144
chr01	StringTie	4087889	4089069	+	MSTRG.839.1	MSTRG.839	o	2	458	24.890829694323145
chr01	StringTie	4094259	4094755	+	MSTRG.843.1	MSTRG.843	x	2	406	40.39408866995074
chr01	StringTie	4109790	4111181	+	MSTRG.845.1	MSTRG.845	x	2	806	36.72456575682382
chr01	StringTie	4124199	4124714	+	MSTRG.858.1	MSTRG.858	x	2	349	43.83954154727794
chr01	StringTie	4132701	4133115	+	MSTRG.848.1	MSTRG.848	u	1	415	34.93975903614458
chr01	StringTie	4149407	4149632	+	MSTRG.850.1	MSTRG.850	u	1	226	39.823008849557525
chr01	StringTie	4174381	4174746	+	MSTRG.856.1	MSTRG.856	u	1	366	40.16393442622951
chr01	StringTie	4183751	4184230	+	MSTRG.860.1	MSTRG.860	x	2	240	39.166666666666664
chr01	StringTie	4190609	4191315	+	MSTRG.862.1	MSTRG.862	x	2	592	38.682432432432435
chr01	StringTie	4228448	4228728	+	MSTRG.863.1	MSTRG.863	u	1	281	25.622775800711743
chr01	StringTie	4249688	4249899	+	MSTRG.871.1	MSTRG.871	u	1	212	29.245283018867923
chr01	StringTie	4250265	4250530	+	MSTRG.872.1	MSTRG.872	x	1	266	30.451127819548873
chr01	StringTie	4257107	4257310	+	MSTRG.875.1	MSTRG.875	u	1	204	35.294117647058826
chr01	StringTie	4261461	4262125	+	MSTRG.874.1	MSTRG.874	u	1	665	32.63157894736842
chr01	StringTie	4269284	4269680	+	MSTRG.877.1	MSTRG.877	u	2	298	35.90604026845637
chr01	StringTie	4269826	4271461	+	MSTRG.878.1	MSTRG.878	x	1	1636	36.98044009779951
chr01	StringTie	4291754	4292014	+	MSTRG.879.1	MSTRG.879	u	1	261	40.229885057471265
chr01	StringTie	4303278	4304886	+	MSTRG.886.1	MSTRG.886	u	3	558	36.55913978494624
chr01	StringTie	4327392	4327636	+	MSTRG.889.1	MSTRG.889	u	1	245	31.428571428571427
chr01	StringTie	4334103	4339706	+	MSTRG.890.1	MSTRG.890	x	2	449	36.97104677060133
chr01	StringTie	4334754	4337234	+	MSTRG.891.1	MSTRG.891	u	2	588	30.612244897959183
chr01	StringTie	4335816	4336866	+	MSTRG.893.1	MSTRG.893	u	2	218	48.1651376146789
chr01	StringTie	4338054	4339423	+	MSTRG.894.1	MSTRG.894	u	1	1370	38.90510948905109
chr01	StringTie	4452090	4452534	+	MSTRG.912.1	MSTRG.912	u	1	445	25.168539325842698
chr01	StringTie	4456013	4456257	+	MSTRG.914.1	MSTRG.914	u	1	245	34.285714285714285
chr01	StringTie	4461197	4461696	+	MSTRG.915.1	MSTRG.915	u	1	500	43.0
chr01	StringTie	4461927	4462226	+	MSTRG.913.1	MSTRG.913	u	1	300	51.0
chr01	StringTie	4474736	4475006	+	MSTRG.917.1	MSTRG.917	u	1	271	31.365313653136532
chr01	StringTie	4480109	4480396	+	MSTRG.921.1	MSTRG.921	u	1	288	39.583333333333336
chr01	StringTie	4495122	4495397	+	MSTRG.916.1	MSTRG.916	u	1	276	48.18840579710145
chr01	StringTie	4499824	4500358	+	MSTRG.923.1	MSTRG.923	u	1	535	36.074766355140184
chr01	StringTie	4515927	4516149	+	MSTRG.922.1	MSTRG.922	u	1	223	31.838565022421523
chr01	StringTie	4526690	4534020	+	MSTRG.943.1	MSTRG.943	u	2	392	38.775510204081634
chr01	StringTie	4618165	4618529	+	MSTRG.939.1	MSTRG.939	u	1	365	32.87671232876713
chr01	StringTie	4624351	4624720	+	MSTRG.937.1	MSTRG.937	u	1	370	40.270270270270274
chr01	StringTie	4627312	4630986	+	MSTRG.1009.28	MSTRG.1009	o	5	663	39.06485671191554
chr01	StringTie	4633545	4633904	+	MSTRG.946.1	MSTRG.946	u	1	360	31.944444444444443
chr01	StringTie	4635837	4636206	+	MSTRG.947.1	MSTRG.947	u	1	370	28.10810810810811
chr01	StringTie	4690299	4690501	+	MSTRG.952.1	MSTRG.952	u	1	203	34.97536945812808
chr01	StringTie	4706035	4707183	+	MSTRG.985.1	MSTRG.985	x	2	440	35.90909090909091
chr01	StringTie	4709003	4710087	+	MSTRG.986.1	MSTRG.986	x	2	398	40.7035175879397
chr01	StringTie	4711520	4711780	+	MSTRG.954.1	MSTRG.954	u	1	261	37.16475095785441
chr01	StringTie	4720388	4720700	+	MSTRG.956.1	MSTRG.956	u	1	313	33.546325878594246
chr01	StringTie	4799920	4800898	+	MSTRG.966.1	MSTRG.966	u	2	736	33.69565217391305
chr01	StringTie	4835594	4849313	+	MSTRG.987.1	MSTRG.987	o	3	8792	34.952229299363054
chr01	StringTie	4853783	4854024	+	MSTRG.972.1	MSTRG.972	u	1	242	49.17355371900826
chr01	StringTie	4855925	4856369	+	MSTRG.970.1	MSTRG.970	u	2	365	39.726027397260275
chr01	StringTie	4883571	4884575	+	MSTRG.974.1	MSTRG.974	u	1	1005	29.850746268656717
chr01	StringTie	4891514	4891902	+	MSTRG.978.1	MSTRG.978	u	1	389	31.619537275064268
chr01	StringTie	4895248	4895533	+	MSTRG.975.1	MSTRG.975	u	1	286	39.16083916083916
chr01	StringTie	4910475	4910933	+	MSTRG.976.1	MSTRG.976	u	1	459	32.6797385620915
chr01	StringTie	4936813	4937207	+	MSTRG.990.1	MSTRG.990	u	1	395	31.89873417721519
chr01	StringTie	4942004	4943079	+	MSTRG.993.1	MSTRG.993	u	3	875	35.885714285714286
chr01	StringTie	4944140	4944452	+	MSTRG.994.1	MSTRG.994	u	1	313	26.19808306709265
chr01	StringTie	4948315	4948613	+	MSTRG.991.1	MSTRG.991	u	1	299	29.096989966555185
chr01	StringTie	4971647	4971884	+	MSTRG.1004.1	MSTRG.1004	u	1	238	44.53781512605042
chr01	StringTie	4994388	4996959	+	MSTRG.1007.1	MSTRG.1007	u	2	1953	37.634408602150536
chr01	StringTie	5049535	5050208	+	MSTRG.1001.1	MSTRG.1001	u	1	674	39.317507418397625
chr01	StringTie	5073550	5073751	+	MSTRG.1012.1	MSTRG.1012	u	1	202	28.712871287128714
chr01	StringTie	5083364	5084523	+	MSTRG.1084.1	MSTRG.1084	i	2	202	49.504950495049506
chr01	StringTie	5093116	5100004	+	MSTRG.1086.1	MSTRG.1086	u	1	6889	41.921904485411524
chr01	StringTie	5104643	5105935	+	MSTRG.1087.1	MSTRG.1087	u	3	214	35.51401869158879
chr01	StringTie	5107612	5108241	+	MSTRG.1088.1	MSTRG.1088	u	1	630	32.53968253968254
chr01	StringTie	5116908	5122731	+	MSTRG.1089.1	MSTRG.1089	u	2	261	41.37931034482759
chr01	StringTie	5126331	5128003	+	MSTRG.1091.1	MSTRG.1091	u	1	1673	37.358039450089656
chr01	StringTie	5153940	5154146	+	MSTRG.1014.1	MSTRG.1014	u	1	207	26.08695652173913
chr01	StringTie	5154375	5154575	+	MSTRG.1034.1	MSTRG.1034	u	1	201	29.35323383084577
chr01	StringTie	5161036	5161333	+	MSTRG.1036.1	MSTRG.1036	u	1	298	45.63758389261745
chr01	StringTie	5164391	5164981	+	MSTRG.1037.1	MSTRG.1037	u	1	591	40.27072758037225
chr01	StringTie	5166023	5166931	+	MSTRG.1038.1	MSTRG.1038	u	1	909	42.684268426842685
chr01	StringTie	5167602	5168140	+	MSTRG.1039.1	MSTRG.1039	u	1	539	44.89795918367347
chr01	StringTie	5186261	5186525	+	MSTRG.1021.1	MSTRG.1021	u	1	265	32.075471698113205
chr01	StringTie	5199132	5199333	+	MSTRG.1019.1	MSTRG.1019	u	1	202	50.99009900990099
chr01	StringTie	5200974	5201493	+	MSTRG.1018.1	MSTRG.1018	u	1	520	45.96153846153846
chr01	StringTie	5223696	5223946	+	MSTRG.1025.1	MSTRG.1025	i	1	251	30.278884462151396
chr01	StringTie	5232253	5232574	+	MSTRG.1022.1	MSTRG.1022	u	1	322	39.440993788819874
chr01	StringTie	5260388	5260636	+	MSTRG.1028.1	MSTRG.1028	u	1	249	46.98795180722892
chr01	StringTie	5268765	5269813	+	MSTRG.1033.1	MSTRG.1033	u	2	406	39.40886699507389
chr01	StringTie	5341555	5341828	+	MSTRG.1042.1	MSTRG.1042	u	1	274	69.34306569343066
chr01	StringTie	5384273	5385957	+	MSTRG.1047.1	MSTRG.1047	x	1	1685	43.798219584569736
chr01	StringTie	5421299	5421593	+	MSTRG.1055.1	MSTRG.1055	u	1	295	36.271186440677965
chr01	StringTie	5435910	5440674	+	MSTRG.1077.5	MSTRG.1077	o	6	2231	36.70999551770507
chr01	StringTie	5516600	5518729	+	MSTRG.1062.2	MSTRG.1062	u	2	640	33.75
chr01	StringTie	5519889	5525656	+	MSTRG.1069.1	MSTRG.1069	x	2	257	36.57587548638132
chr01	StringTie	5543253	5543631	+	MSTRG.1065.1	MSTRG.1065	u	2	287	35.88850174216028
chr01	StringTie	5544514	5544775	+	MSTRG.1073.1	MSTRG.1073	u	1	262	35.11450381679389
chr01	StringTie	5551183	5554747	+	MSTRG.1079.1	MSTRG.1079	u	3	700	42.42857142857143
chr01	StringTie	5578265	5578533	+	MSTRG.1078.1	MSTRG.1078	u	1	269	30.483271375464685
chr01	StringTie	5610781	5611090	+	MSTRG.1080.1	MSTRG.1080	u	1	310	30.322580645161292
chr01	StringTie	5655197	5656363	+	MSTRG.1109.1	MSTRG.1109	x	4	254	42.51968503937008
chr01	StringTie	5698893	5705354	+	MSTRG.1102.3	MSTRG.1102	u	2	1591	33.815210559396604
chr01	StringTie	5713300	5716530	+	MSTRG.1136.13	MSTRG.1136	u	4	2138	36.014967259120674
chr01	StringTie	5750535	5750750	+	MSTRG.1111.1	MSTRG.1111	u	1	216	41.666666666666664
chr01	StringTie	5794107	5794534	+	MSTRG.1114.1	MSTRG.1114	u	1	428	44.1588785046729
chr01	StringTie	5802603	5804261	+	MSTRG.1118.1	MSTRG.1118	u	5	776	38.78865979381443
chr01	StringTie	5816090	5816399	+	MSTRG.1119.1	MSTRG.1119	u	1	310	24.516129032258064
chr01	StringTie	5828912	5832622	+	MSTRG.1124.2	MSTRG.1124	u	2	412	38.83495145631068
chr01	StringTie	5830315	5830525	+	MSTRG.1125.1	MSTRG.1125	u	1	211	32.22748815165877
chr01	StringTie	5842410	5842705	+	MSTRG.1122.1	MSTRG.1122	u	1	296	33.78378378378378
chr01	StringTie	5852303	5852608	+	MSTRG.1121.1	MSTRG.1121	u	1	306	29.41176470588235
chr01	StringTie	5943914	5944139	+	MSTRG.1147.1	MSTRG.1147	u	1	226	50.88495575221239
