ID_transcript	Chr	Origin	Start	End	Strand	ID_Gene	Class_code	Exons	Length	GC	CPC2	CPAT	FEELnc	SwissProt	Pfam	ORF.80	ORF.100	ORF.120	RNAcentral_rRNA	RNAcentral_tRNA	RNAcentral_snRNA	RNAcentral_snoRNA	miRBase	PmiREN	CANTATAdb	PLncDB	GreeNC	Ns	CGAT	Significance_level	ID
MSTRG.1023.5	chr01	StringTie	5562355	5563111	-	MSTRG.1023	i	2	658	39.0577507598784	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC41
MSTRG.10230.1	chr04	StringTie	26625978	26628061	-	MSTRG.10230	x	2	345	42.8985507246377	NC	C	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC42
MSTRG.10240.1	chr04	StringTie	27037367	27040498	-	MSTRG.10240	u	2	619	34.7334410339257	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC43
MSTRG.10261.1	chr04	StringTie	27013446	27013759	-	MSTRG.10261	u	1	314	58.2802547770701	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC44
MSTRG.10285.7	chr04	StringTie	27499508	27500245	-	MSTRG.10285	o	2	449	43.4298440979955	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC45
MSTRG.10294.1	chr04	StringTie	27599471	27600457	-	MSTRG.10294	u	2	846	39.9527186761229	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC46
MSTRG.10295.1	chr04	StringTie	27600527	27601207	+	MSTRG.10295	o	2	640	54.375	NC	C	NC	C	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	LSI-LNC47
MSTRG.10296.1	chr04	StringTie	27616107	27618518	+	MSTRG.10296	u	2	2142	35.4808590102708	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC48
MSTRG.103.1	chr00	StringTie	1626470	1628684	+	MSTRG.103	i	5	881	42.11123723042	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC49
MSTRG.10301.10	chr04	StringTie	27636956	27644447	-	MSTRG.10301	x	2	725	47.1724137931034	NC	C	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	Medium	LSI-LNC50
MSTRG.10304.1	chr04	StringTie	27752604	27753607	-	MSTRG.10304	u	2	635	36.0629921259843	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	LSI-LNC54
MSTRG.10305.1	chr04	StringTie	27757027	27757665	+	MSTRG.10305	u	1	639	34.4287949921753	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC55
MSTRG.10306.1	chr04	StringTie	27758246	27759829	+	MSTRG.10306	u	1	1584	37.7525252525253	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC56
MSTRG.10312.1	chr04	StringTie	27784241	27784457	+	MSTRG.10312	u	1	217	29.0322580645161	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC57
MSTRG.10313.1	chr04	StringTie	27785858	27786356	+	MSTRG.10313	u	1	499	42.4849699398798	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	LSI-LNC58
MSTRG.10331.3	chr04	StringTie	27955451	27956801	-	MSTRG.10331	o	2	1271	30.9205350118017	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC59
MSTRG.10332.1	chr04	StringTie	27954599	27955006	+	MSTRG.10332	i	2	204	38.7254901960784	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC60
MSTRG.10342.1	chr04	StringTie	28141702	28144678	+	MSTRG.10342	u	2	336	32.4404761904762	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC61
MSTRG.10343.1	chr04	StringTie	28153323	28153605	+	MSTRG.10343	u	2	202	51.4851485148515	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC62
MSTRG.10356.1	chr04	StringTie	28231635	28234797	+	MSTRG.10356	x	5	1444	39.1274238227147	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC63
MSTRG.10363.4	chr04	StringTie	28181648	28184075	-	MSTRG.10363	o	3	1563	35.572616762636	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC65
MSTRG.10371.8	chr04	StringTie	28294325	28295602	+	MSTRG.10371	x	2	1193	34.4509639564124	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	LSI-LNC66
MSTRG.10376.1	chr04	StringTie	28375829	28376127	-	MSTRG.10376	u	1	299	48.1605351170569	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC67
MSTRG.10390.1	chr04	StringTie	28587179	28588016	-	MSTRG.10390	x	2	371	41.2398921832884	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC68
MSTRG.10393.1	chr04	StringTie	28575254	28576233	-	MSTRG.10393	u	3	410	39.7560975609756	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	LSI-LNC69
MSTRG.104.1	chr00	StringTie	1629208	1629956	+	MSTRG.104	i	1	749	40.9879839786382	NC	NC	NC	NC	C	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	Medium	LSI-LNC71
MSTRG.1040.1	chr01	StringTie	5660606	5661942	-	MSTRG.1040	x	3	974	40.041067761807	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	LSI-LNC72
MSTRG.10412.1	chr04	StringTie	28529188	28529744	-	MSTRG.10412	i	2	310	38.7096774193548	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC74
MSTRG.10417.1	chr04	StringTie	28856809	28857064	-	MSTRG.10417	u	1	256	30.46875	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC75
MSTRG.10421.1	chr04	StringTie	28883739	28884951	-	MSTRG.10421	u	2	1114	27.6481149012567	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC76
MSTRG.10423.1	chr04	StringTie	28880674	28881255	-	MSTRG.10423	u	3	536	36.5671641791045	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC77
MSTRG.10431.1	chr04	StringTie	28852008	28853466	+	MSTRG.10431	x	3	1312	40.7774390243902	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	LSI-LNC78
MSTRG.10440.1	chr04	StringTie	29013570	29013893	-	MSTRG.10440	u	1	324	42.9012345679012	NC	C	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC80
MSTRG.10449.5	chr04	StringTie	29041663	29042501	+	MSTRG.10449	o	2	687	39.155749636099	NC	NC	C	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC81
MSTRG.10466.1	chr04	StringTie	29250607	29250913	+	MSTRG.10466	i	2	217	38.7096774193548	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC82
MSTRG.10473.1	chr04	StringTie	29308487	29312581	-	MSTRG.10473	x	2	282	37.2340425531915	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC83
MSTRG.10474.1	chr04	StringTie	29310482	29311799	-	MSTRG.10474	u	2	1228	29.3159609120521	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC84
MSTRG.10481.1	chr04	StringTie	29386431	29387190	-	MSTRG.10481	x	1	760	48.1578947368421	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC85
MSTRG.10494.1	chr04	StringTie	29415470	29416324	+	MSTRG.10494	x	2	238	42.436974789916	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC86
MSTRG.1050.3	chr01	StringTie	5774108	5775161	-	MSTRG.1050	o	2	962	40.02079002079	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC87
MSTRG.10508.4	chr04	StringTie	29702898	29703650	+	MSTRG.10508	o	2	670	38.2089552238806	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC89
MSTRG.10519.1	chr04	StringTie	29769963	29772426	-	MSTRG.10519	x	3	1932	45.2380952380952	NC	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	LSI-LNC90
MSTRG.1053.1	chr01	StringTie	5788637	5788841	+	MSTRG.1053	i	1	205	32.1951219512195	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC91
MSTRG.10531.1	chr04	StringTie	29845755	29846108	+	MSTRG.10531	i	1	354	36.4406779661017	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC92
MSTRG.10532.1	chr04	StringTie	29855258	29858016	+	MSTRG.10532	x	2	1611	48.7895716945996	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC93
MSTRG.10539.1	chr04	StringTie	30026669	30027312	+	MSTRG.10539	x	2	459	40.3050108932462	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC94
MSTRG.10548.1	chr04	StringTie	30061765	30062357	-	MSTRG.10548	i	1	593	33.0522765598651	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC95
MSTRG.10549.1	chr04	StringTie	30062582	30068338	-	MSTRG.10549	i	2	3683	35.1344013032854	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	LSI-LNC96
MSTRG.10550.6	chr04	StringTie	30075627	30080114	-	MSTRG.10550	o	2	512	42.1875	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC99
MSTRG.10555.1	chr04	StringTie	30297949	30299029	+	MSTRG.10555	u	1	1081	37.6503237742831	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC100
MSTRG.10560.8	chr04	StringTie	30205596	30206041	+	MSTRG.10560	o	2	352	46.875	NC	C	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC101
MSTRG.10565.1	chr04	StringTie	30458572	30459385	-	MSTRG.10565	u	3	612	55.2287581699346	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC102
MSTRG.10580.18	chr04	StringTie	30370834	30371635	-	MSTRG.10580	o	2	306	43.1372549019608	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC104
MSTRG.10587.11	chr04	StringTie	30569036	30569823	-	MSTRG.10587	u	2	543	39.2265193370166	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC105
MSTRG.10590.1	chr04	StringTie	30668469	30668987	+	MSTRG.10590	u	1	519	32.1772639691715	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC106
MSTRG.10597.1	chr04	StringTie	30673102	30683257	-	MSTRG.10597	x	3	579	38.860103626943	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	YES	0	non-redundant	High	LSI-LNC107
MSTRG.106.1	chr00	StringTie	1661941	1664385	+	MSTRG.106	i	3	827	43.7726723095526	NC	NC	NC	NC	C	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC108
MSTRG.10607.1	chr04	StringTie	30739323	30740005	+	MSTRG.10607	x	1	683	35.1390922401171	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC109
MSTRG.10608.1	chr04	StringTie	30747977	30749576	+	MSTRG.10608	x	2	1483	44.571813890762	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC110
MSTRG.10621.7	chr04	StringTie	30884694	30885343	-	MSTRG.10621	u	2	444	38.0630630630631	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	LSI-LNC111
MSTRG.10645.1	chr04	StringTie	31116842	31117133	-	MSTRG.10645	x	1	292	38.3561643835616	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC112
MSTRG.10655.1	chr04	StringTie	31312129	31313051	+	MSTRG.10655	x	1	923	51.3542795232936	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC113
MSTRG.10663.1	chr04	StringTie	31288527	31288938	-	MSTRG.10663	u	2	212	25.9433962264151	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC114
MSTRG.10674.5	chr04	StringTie	31390969	31392805	+	MSTRG.10674	o	3	1397	42.1617752326414	NC	NC	NC	C	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	Medium	LSI-LNC115
MSTRG.10675.1	chr04	StringTie	31400088	31400997	-	MSTRG.10675	x	1	910	42.6373626373626	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC116
MSTRG.10679.1	chr04	StringTie	31439816	31440163	-	MSTRG.10679	u	2	267	43.0711610486891	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC117
MSTRG.10680.1	chr04	StringTie	31427984	31432872	+	MSTRG.10680	u	3	344	47.3837209302326	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC118
MSTRG.10681.1	chr04	StringTie	31440860	31443338	+	MSTRG.10681	u	2	1216	39.3914473684211	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	LSI-LNC119
MSTRG.10684.1	chr05	StringTie	23242	23689	+	MSTRG.10684	u	2	372	58.0645161290323	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC120
MSTRG.10685.1	chr05	StringTie	23780	24545	+	MSTRG.10685	u	2	302	39.4039735099338	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC121
MSTRG.10693.1	chr05	StringTie	106147	106503	+	MSTRG.10693	x	2	240	38.75	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC122
MSTRG.107.1	chr00	StringTie	1670133	1672031	+	MSTRG.107	i	3	260	46.1538461538462	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC123
MSTRG.10707.1	chr05	StringTie	304235	305893	+	MSTRG.10707	u	2	614	40.8794788273616	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC124
MSTRG.10715.1	chr05	StringTie	371910	379075	-	MSTRG.10715	u	10	3099	46.3697967086157	C	NC	C	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	Low	LSI-LNC127
MSTRG.10722.1	chr05	StringTie	577290	578733	+	MSTRG.10722	x	2	544	40.8088235294118	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC130
MSTRG.10724.2	chr05	StringTie	607198	610172	+	MSTRG.10724	u	2	1006	38.2703777335984	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC131
MSTRG.1073.1	chr01	StringTie	5947841	5948123	+	MSTRG.1073	u	2	210	52.8571428571429	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC132
MSTRG.10737.1	chr05	StringTie	1144511	1144956	-	MSTRG.10737	u	1	446	44.8430493273543	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC133
MSTRG.10741.1	chr05	StringTie	1179766	1186122	-	MSTRG.10741	u	1	6357	36.6053169734151	C	NC	NC	C	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Low	LSI-LNC134
