Chr	Origin	Start	End	Strand	ID_transcript	ID_Gene	Class_code	Exons	Length	GC
Carg_Chr01	maker	185123	196292	+	Carg04321-RA	Carg04321		19	2768	42.73843930635838
Carg_Chr01	maker	196585	198992	-	Carg04320-RA	Carg04320		8	1359	48.05003679175864
Carg_Chr01	maker	201064	202462	+	Carg04319-RA	Carg04319		2	1281	40.28103044496487
Carg_Chr01	maker	203691	208955	+	Carg04318-RA	Carg04318		13	2492	41.57303370786517
Carg_Chr01	maker	212081	218450	-	Carg04317-RA	Carg04317		9	1727	42.559351476548926
Carg_Chr01	maker	219931	226656	+	Carg04316-RA	Carg04316		19	2444	42.6759410801964
Carg_Chr01	maker	228882	230737	+	Carg04315-RA	Carg04315		4	1578	44.866920152091254
Carg_Chr01	maker	231871	235672	-	Carg04314-RA	Carg04314		10	1402	45.72039942938659
Carg_Chr01	maker	237919	247846	+	Carg04313-RA	Carg04313		23	2341	43.69927381460914
Carg_Chr01	maker	248480	260091	-	Carg04312-RA	Carg04312		18	2842	40.67558057705841
Carg_Chr01	maker	267199	269360	+	Carg04311-RA	Carg04311		2	1104	43.20652173913044
Carg_Chr01	maker	273823	277133	+	Carg04310-RA	Carg04310		5	915	44.59016393442623
Carg_Chr01	maker	276074	278203	-	Carg04309-RA	Carg04309		2	1608	41.169154228855724
Carg_Chr01	maker	279542	280312	-	Carg04308-RA	Carg04308		1	771	51.621271076523996
Carg_Chr01	maker	281808	283286	-	Carg04307-RA	Carg04307		3	1250	43.28
Carg_Chr01	maker	283342	285256	-	Carg04306-RA	Carg04306		8	961	44.22476586888658
Carg_Chr01	maker	291925	296406	+	Carg04305-RA	Carg04305		10	1674	45.57945041816009
Carg_Chr01	maker	297088	300044	-	Carg04304-RA	Carg04304		4	2480	43.346774193548384
Carg_Chr01	maker	302224	302766	+	Carg04303-RA	Carg04303		1	543	56.16942909760589
Carg_Chr01	maker	304231	308877	-	Carg04302-RA	Carg04302		10	2497	45.57468962755306
Carg_Chr01	maker	313434	321557	+	Carg04301-RA	Carg04301		15	2869	39.28197978389683
Carg_Chr01	maker	325584	326222	+	Carg04300-RA	Carg04300		1	639	51.95618153364632
Carg_Chr01	maker	327791	328162	-	Carg04299-RA	Carg04299		1	372	45.16129032258065
Carg_Chr01	maker	328165	330828	-	Carg04298-RA	Carg04298		2	401	47.880299251870326
Carg_Chr01	maker	332256	343220	+	Carg04297-RA	Carg04297		8	2642	43.262679788039364
Carg_Chr01	maker	343250	345502	-	Carg04296-RA	Carg04296		4	1328	39.45783132530121
Carg_Chr01	maker	346227	351643	-	Carg04295-RA	Carg04295		4	3027	41.59233564585398
Carg_Chr01	maker	352225	356491	-	Carg04294-RA	Carg04294		7	1201	39.883430474604495
Carg_Chr01	maker	356617	361035	-	Carg04293-RA	Carg04293		8	1573	43.61093452002543
Carg_Chr01	maker	361664	362275	+	Carg04292-RA	Carg04292		1	612	51.30718954248366
Carg_Chr01	maker	364949	368179	+	Carg04291-RA	Carg04291		5	1891	43.4690639873083
Carg_Chr01	maker	368712	370593	-	Carg04290-RA	Carg04290		2	1170	43.84615384615385
Carg_Chr01	maker	381339	382834	-	Carg04289-RA	Carg04289		5	1159	41.415012942191545
Carg_Chr01	maker	385776	388411	-	Carg04288-RA	Carg04288		5	979	48.4167517875383
Carg_Chr01	maker	390929	392525	+	Carg04287-RA	Carg04287		4	582	47.93814432989691
Carg_Chr01	maker	409378	412329	-	Carg04286-RA	Carg04286		11	1897	42.6462836056932
Carg_Chr01	maker	413086	417423	+	Carg04285-RA	Carg04285		13	2032	42.86417322834646
Carg_Chr01	maker	417749	419854	-	Carg04284-RA	Carg04284		4	1287	47.00854700854701
Carg_Chr01	maker	421448	422929	+	Carg04283-RA	Carg04283		3	652	42.17791411042945
Carg_Chr01	maker	425172	425867	+	Carg04282-RA	Carg04282		2	602	44.85049833887043
Carg_Chr01	maker	426983	428214	-	Carg04281-RA	Carg04281		2	1143	53.018372703412076
Carg_Chr01	maker	429962	431927	-	Carg04280-RA	Carg04280		5	1253	46.209098164405425
Carg_Chr01	maker	436340	440297	+	Carg04279-RA	Carg04279		12	2432	43.297697368421055
Carg_Chr01	maker	440943	443771	+	Carg04278-RA	Carg04278		4	1854	43.52750809061489
Carg_Chr01	maker	444108	445509	-	Carg04277-RA	Carg04277		8	714	43.13725490196079
Carg_Chr01	maker	446076	450396	-	Carg04276-RA	Carg04276		20	1944	46.91358024691358
Carg_Chr01	maker	454371	455569	+	Carg04275-RA	Carg04275		2	1122	48.484848484848484
Carg_Chr01	maker	457098	457397	+	Carg04274-RA	Carg04274		1	300	52.0
Carg_Chr01	maker	458684	459777	-	Carg04273-RA	Carg04273		2	983	53.40793489318413
Carg_Chr01	maker	462602	463150	+	Carg04272-RA	Carg04272		1	549	52.64116575591986
Carg_Chr01	maker	465467	468208	-	Carg04271-RA	Carg04271		5	1920	43.75
Carg_Chr01	maker	468993	472089	+	Carg04270-RA	Carg04270		4	1359	45.6953642384106
Carg_Chr01	maker	472859	473884	+	Carg04269-RA	Carg04269		3	535	47.66355140186916
Carg_Chr01	maker	473998	478284	+	Carg04268-RA	Carg04268		5	1092	40.65934065934066
Carg_Chr01	maker	480926	483855	+	Carg04267-RA	Carg04267		8	1337	40.23934181002244
Carg_Chr01	maker	484940	489372	-	Carg04266-RA	Carg04266		12	1395	42.72401433691756
Carg_Chr01	maker	493244	497232	+	Carg04265-RA	Carg04265		10	2178	47.24517906336088
Carg_Chr01	maker	498200	498892	+	Carg04264-RA	Carg04264		3	488	49.795081967213115
Carg_Chr01	maker	499272	501515	-	Carg04263-RA	Carg04263		8	1542	44.487678339818416
Carg_Chr01	maker	502885	503382	-	Carg04262-RA	Carg04262		1	498	52.610441767068274
Carg_Chr01	maker	505834	507148	-	Carg04260-RA	Carg04260		2	1182	47.2927241962775
Carg_Chr01	maker	507633	509800	+	Carg04259-RA	Carg04259		2	906	45.916114790286976
Carg_Chr01	maker	512368	512727	-	Carg04258-RA	Carg04258		1	360	54.44444444444444
Carg_Chr01	maker	513019	517810	-	Carg04257-RA	Carg04257		4	2456	46.498371335504885
Carg_Chr01	maker	519766	522709	-	Carg04255-RA	Carg04255		4	2231	44.06095921111609
Carg_Chr01	maker	525046	526423	+	Carg04254-RA	Carg04254		2	1294	41.9629057187017
Carg_Chr01	maker	527428	537293	+	Carg04253-RA	Carg04253		24	3986	42.047165077772206
Carg_Chr01	maker	539825	542775	+	Carg04252-RA	Carg04252		3	1203	44.22277639235245
Carg_Chr01	maker	544245	545881	-	Carg04251-RA	Carg04251		3	837	41.45758661887694
Carg_Chr01	maker	546923	554956	-	Carg04250-RA	Carg04250		22	3564	42.901234567901234
Carg_Chr01	maker	556575	559672	+	Carg04249-RA	Carg04249		7	2275	43.34065934065934
Carg_Chr01	maker	560029	562689	-	Carg04248-RA	Carg04248		5	2010	45.124378109452735
Carg_Chr01	maker	567041	568015	-	Carg04247-RA	Carg04247		1	975	56.205128205128204
Carg_Chr01	maker	569812	573773	+	Carg04246-RA	Carg04246		6	1466	40.518417462482944
Carg_Chr01	maker	574345	580185	+	Carg04245-RA	Carg04245		6	1480	39.189189189189186
Carg_Chr01	maker	583730	586878	+	Carg04244-RA	Carg04244		9	1297	44.17887432536623
Carg_Chr01	maker	586383	587072	+	Carg04243-RA	Carg04243		2	592	38.00675675675676
Carg_Chr01	maker	588168	592216	+	Carg04242-RA	Carg04242		7	2734	43.48939283101682
Carg_Chr01	maker	590968	595328	-	Carg04241-RA	Carg04241		6	2568	36.954828660436135
Carg_Chr01	maker	596192	600833	+	Carg04240-RA	Carg04240		10	1248	44.15064102564103
Carg_Chr01	maker	602849	604138	+	Carg04239-RA	Carg04239		4	718	50.139275766016716
Carg_Chr01	maker	606751	608011	-	Carg04238-RA	Carg04238		4	414	43.71980676328502
Carg_Chr01	maker	610444	610800	+	Carg04237-RA	Carg04237		1	357	59.66386554621849
Carg_Chr01	maker	611622	616817	-	Carg04236-RA	Carg04236		7	2131	43.21914594087283
Carg_Chr01	maker	617471	620743	-	Carg04235-RA	Carg04235		8	1420	39.929577464788736
Carg_Chr01	maker	621077	623190	-	Carg04234-RA	Carg04234		3	1038	41.61849710982659
Carg_Chr01	maker	625607	629892	+	Carg04233-RA	Carg04233		4	2763	43.105320304017376
Carg_Chr01	maker	630775	631450	+	Carg04232-RA	Carg04232		2	481	42.61954261954262
Carg_Chr01	maker	632804	635965	+	Carg04231-RA	Carg04231		6	872	43.34862385321101
Carg_Chr01	maker	636166	636918	+	Carg04230-RA	Carg04230		2	680	42.794117647058826
Carg_Chr01	maker	637421	640006	-	Carg04229-RA	Carg04229		1	2586	47.83449342614076
Carg_Chr01	maker	642183	644924	+	Carg04228-RA	Carg04228		2	1088	45.3125
Carg_Chr01	maker	650082	651509	-	Carg04227-RA	Carg04227		2	150	55.333333333333336
Carg_Chr01	maker	654280	656995	-	Carg04226-RA	Carg04226		2	336	49.70238095238095
Carg_Chr01	maker	673181	673396	-	Carg04225-RA	Carg04225		1	216	51.851851851851855
Carg_Chr01	maker	674516	675224	-	Carg04224-RA	Carg04224		2	572	52.62237762237762
Carg_Chr01	maker	676733	678587	-	Carg04223-RA	Carg04223		3	942	51.167728237791934
Carg_Chr01	maker	679259	684452	+	Carg04222-RA	Carg04222		4	2565	45.30214424951267
Carg_Chr01	maker	685886	688470	+	Carg04221-RA	Carg04221		5	1235	43.56275303643725
Carg_Chr01	maker	689643	692446	+	Carg04220-RA	Carg04220		4	832	45.55288461538461
Carg_Chr01	maker	693010	698469	+	Carg04219-RA	Carg04219		11	2062	42.67701260911736
Carg_Chr01	maker	698999	703797	+	Carg04218-RA	Carg04218		9	1915	43.18537859007833
Carg_Chr01	maker	707829	710186	-	Carg04217-RA	Carg04217		2	2076	40.26974951830443
Carg_Chr01	maker	711200	716376	-	Carg04216-RA	Carg04216		10	1597	44.89668127739512
Carg_Chr01	maker	716759	720863	+	Carg04215-RA	Carg04215		10	1190	42.60504201680672
Carg_Chr01	maker	721661	728999	-	Carg04214-RA	Carg04214		26	3976	43.53621730382294
Carg_Chr01	maker	742303	742875	+	Carg04213-RA	Carg04213		1	573	49.91273996509599
Carg_Chr01	maker	743951	746531	-	Carg04212-RA	Carg04212		3	1940	44.74226804123711
Carg_Chr01	maker	746935	751374	+	Carg04211-RA	Carg04211		11	1688	43.30568720379147
Carg_Chr01	maker	751805	754918	+	Carg04210-RA	Carg04210		5	1851	45.32685035116153
Carg_Chr01	maker	755814	758526	+	Carg04209-RA	Carg04209		6	765	42.61437908496732
Carg_Chr01	maker	759034	759477	-	Carg04208-RA	Carg04208		1	444	50.9009009009009
Carg_Chr01	maker	761718	766072	-	Carg04207-RA	Carg04207		12	3135	45.80542264752791
Carg_Chr01	maker	768968	770741	-	Carg04206-RA	Carg04206		3	642	50.15576323987539
Carg_Chr01	maker	772552	776559	+	Carg04205-RA	Carg04205		10	1105	39.276018099547514
Carg_Chr01	maker	777842	779429	-	Carg04204-RA	Carg04204		3	668	41.01796407185629
Carg_Chr01	maker	779824	781489	+	Carg04203-RA	Carg04203		4	579	41.796200345423145
Carg_Chr01	maker	784327	785133	-	Carg04202-RA	Carg04202		1	807	47.95539033457249
Carg_Chr01	maker	789041	791739	+	Carg04201-RA	Carg04201		6	1061	42.88407163053723
Carg_Chr01	maker	792543	796646	+	Carg04199-RA	Carg04199		5	1847	42.71792095289659
Carg_Chr01	maker	793675	796021	-	Carg04200-RA	Carg04200		5	1061	47.59660697455231
Carg_Chr01	maker	798487	802806	-	Carg04198-RA	Carg04198		10	1278	48.98278560250391
Carg_Chr01	maker	804454	811214	+	Carg04197-RA	Carg04197		11	1986	45.61933534743203
Carg_Chr01	maker	809697	815418	-	Carg04196-RA	Carg04196		13	2781	41.064365336209995
Carg_Chr01	maker	824238	825483	+	Carg04195-RA	Carg04195		5	912	44.078947368421055
Carg_Chr01	maker	826401	829316	-	Carg04194-RA	Carg04194		2	624	45.993589743589745
Carg_Chr01	maker	835446	837526	+	Carg04193-RA	Carg04193		3	1227	45.15077424612877
Carg_Chr01	maker	843641	864010	-	Carg04192-RA	Carg04192		32	3929	39.52659709849834
Carg_Chr01	maker	864890	867860	-	Carg04191-RA	Carg04191		5	1719	40.546829552065155
Carg_Chr01	maker	867861	868577	-	Carg04190-RA	Carg04190		3	276	42.7536231884058
Carg_Chr01	maker	871857	876630	-	Carg04189-RA	Carg04189		12	1763	42.88145207033466
Carg_Chr01	maker	878041	888968	+	Carg04187-RA	Carg04187		21	5156	41.38867339022498
Carg_Chr01	maker	886510	888788	-	Carg04188-RA	Carg04188		6	558	42.11469534050179
Carg_Chr01	maker	892118	893619	+	Carg04186-RA	Carg04186		3	1089	43.25068870523416
Carg_Chr01	maker	895798	898538	+	Carg04185-RA	Carg04185		6	1834	44.32933478735006
Carg_Chr01	maker	897730	899646	-	Carg04184-RA	Carg04184		4	552	46.92028985507246
Carg_Chr01	maker	946336	948869	-	Carg04183-RA	Carg04183		4	1448	47.23756906077348
Carg_Chr01	maker	949849	952482	-	Carg04182-RA	Carg04182		5	1815	39.77961432506887
Carg_Chr01	maker	953126	956827	-	Carg04180-RA	Carg04180		4	2354	43.50042480883602
Carg_Chr01	maker	953323	954690	+	Carg04181-RA	Carg04181		2	966	43.374741200828154
Carg_Chr01	maker	986125	989832	-	Carg07297-RA	Carg07297		10	1461	43.05270362765229
Carg_Chr01	maker	991393	992164	+	Carg07298-RA	Carg07298		2	701	43.509272467902996
Carg_Chr01	maker	992334	994606	-	Carg07299-RA	Carg07299		2	2007	46.13851519681116
Carg_Chr01	maker	996517	1001427	+	Carg07300-RA	Carg07300		5	3342	51.675643327348894
Carg_Chr01	maker	1004173	1005708	+	Carg07301-RA	Carg07301		1	1536	52.1484375
Carg_Chr01	maker	1006809	1007237	+	Carg07302-RA	Carg07302		1	429	53.14685314685315
Carg_Chr01	maker	1007884	1008171	+	Carg07303-RA	Carg07303		1	288	49.30555555555556
Carg_Chr01	maker	1008895	1009431	-	Carg07304-RA	Carg07304		1	537	56.23836126629423
Carg_Chr01	maker	1013013	1014636	+	Carg07305-RA	Carg07305		3	747	44.44444444444444
Carg_Chr01	maker	1015719	1019128	-	Carg07306-RA	Carg07306		7	1368	49.780701754385966
Carg_Chr01	maker	1019597	1023099	-	Carg07307-RA	Carg07307		4	1830	46.0655737704918
Carg_Chr01	maker	1032395	1036753	+	Carg07308-RA	Carg07308		6	2297	42.925555071832825
Carg_Chr01	maker	1037104	1039022	+	Carg07309-RA	Carg07309		4	955	44.29319371727749
Carg_Chr01	maker	1039680	1042769	-	Carg07310-RA	Carg07310		1	3090	44.11003236245955
Carg_Chr01	maker	1043594	1057551	-	Carg07311-RA	Carg07311		29	4921	43.3042064621012
Carg_Chr01	maker	1060552	1061005	+	Carg07312-RA	Carg07312		2	324	50.30864197530864
Carg_Chr01	maker	1062407	1068737	+	Carg07313-RA	Carg07313		6	3457	46.02256291582297
Carg_Chr01	maker	1066867	1070554	-	Carg07314-RA	Carg07314		2	2157	43.11543810848401
Carg_Chr01	maker	1074823	1075911	+	Carg07315-RA	Carg07315		1	1089	50.872359963269055
Carg_Chr01	maker	1077022	1079059	-	Carg07316-RA	Carg07316		3	796	41.45728643216081
Carg_Chr01	maker	1079320	1082940	+	Carg07317-RA	Carg07317		5	738	39.97289972899729
Carg_Chr01	maker	1085954	1086484	-	Carg07318-RA	Carg07318		1	531	54.4256120527307
Carg_Chr01	maker	1089548	1094901	+	Carg07319-RA	Carg07319		8	2031	45.29788281634663
Carg_Chr01	maker	1097031	1097216	-	Carg07320-RA	Carg07320		1	186	61.82795698924731
Carg_Chr01	maker	1099534	1101635	+	Carg07321-RA	Carg07321		4	915	38.14207650273224
Carg_Chr01	maker	1104963	1106364	+	Carg07322-RA	Carg07322		2	588	45.23809523809524
Carg_Chr01	maker	1114591	1117830	+	Carg07323-RA	Carg07323		8	2409	39.85056039850561
Carg_Chr01	maker	1118079	1119209	+	Carg07324-RA	Carg07324		3	487	42.299794661190965
Carg_Chr01	maker	1119721	1124558	-	Carg07325-RA	Carg07325		4	3874	41.86886938564791
Carg_Chr01	maker	1127392	1129044	-	Carg07326-RA	Carg07326		3	702	41.168091168091166
Carg_Chr01	maker	1129484	1134711	-	Carg07327-RA	Carg07327		12	1734	42.04152249134948
Carg_Chr01	maker	1134863	1142884	+	Carg07328-RA	Carg07328		13	2510	41.59362549800797
Carg_Chr01	maker	1142303	1142668	-	Carg07329-RA	Carg07329		1	366	44.53551912568306
Carg_Chr01	maker	1145906	1148363	+	Carg07330-RA	Carg07330		3	975	48.41025641025641
Carg_Chr01	maker	1149904	1153809	+	Carg07331-RA	Carg07331		13	1983	40.19162884518406
Carg_Chr01	maker	1154727	1159404	+	Carg07332-RA	Carg07332		10	1221	42.5061425061425
Carg_Chr01	maker	1159985	1162844	+	Carg07333-RA	Carg07333		5	1438	41.307371349095966
Carg_Chr01	maker	1163574	1166988	-	Carg07334-RA	Carg07334		7	1844	42.78741865509761
Carg_Chr01	maker	1168630	1169774	+	Carg07335-RA	Carg07335		2	915	43.387978142076506
Carg_Chr01	maker	1170227	1173093	-	Carg07336-RA	Carg07336		7	729	44.30727023319616
Carg_Chr01	maker	1175582	1186996	+	Carg07337-RA	Carg07337		22	3715	44.899057873485866
Carg_Chr01	maker	1189701	1191047	-	Carg07338-RA	Carg07338		1	1347	43.87527839643653
Carg_Chr01	maker	1192633	1198283	+	Carg07339-RA	Carg07339		4	2721	53.178978316795295
Carg_Chr01	maker	1198559	1202406	+	Carg07340-RA	Carg07340		5	1504	44.148936170212764
Carg_Chr01	maker	1202875	1209692	-	Carg07341-RA	Carg07341		12	2730	43.36996336996337
Carg_Chr01	maker	1211974	1215101	-	Carg07342-RA	Carg07342		7	966	43.581780538302276
Carg_Chr01	maker	1221070	1223049	+	Carg07343-RA	Carg07343		4	1358	36.9661266568483
Carg_Chr01	maker	1223047	1224636	-	Carg07344-RA	Carg07344		2	1044	44.923371647509576
Carg_Chr01	maker	1225515	1237072	+	Carg07345-RA	Carg07345		13	6252	43.1062060140755
Carg_Chr01	maker	1238362	1241545	-	Carg07346-RA	Carg07346		4	1340	45.298507462686565
Carg_Chr01	maker	1242506	1243149	-	Carg07347-RA	Carg07347		3	486	52.88065843621399
Carg_Chr01	maker	1244550	1248103	-	Carg07348-RA	Carg07348		12	1405	43.70106761565836
Carg_Chr01	maker	1250732	1253797	+	Carg07349-RA	Carg07349		6	2224	46.08812949640288
Carg_Chr01	maker	1255220	1260126	+	Carg07350-RA	Carg07350		6	552	46.3768115942029
Carg_Chr01	maker	1259071	1275261	-	Carg07351-RA	Carg07351		24	4354	42.00734956361966
Carg_Chr01	maker	1276739	1287561	-	Carg07352-RA	Carg07352		23	3193	43.188224240526154
Carg_Chr01	maker	1288195	1291879	-	Carg07353-RA	Carg07353		8	1491	40.710932260228034
Carg_Chr01	maker	1292683	1295069	-	Carg07354-RA	Carg07354		3	2208	43.52355072463768
Carg_Chr01	maker	1299989	1302573	-	Carg07355-RA	Carg07355		4	552	46.19565217391305
Carg_Chr01	maker	1308868	1314217	+	Carg07356-RA	Carg07356		10	3576	44.211409395973156
Carg_Chr01	maker	1316158	1317339	+	Carg07357-RA	Carg07357		1	1182	50.253807106598984
Carg_Chr01	maker	1317341	1320166	+	Carg07358-RA	Carg07358		2	180	42.22222222222222
Carg_Chr01	maker	1320502	1330223	-	Carg07359-RA	Carg07359		19	4134	40.1548137397194
Carg_Chr01	maker	1333605	1336971	+	Carg07360-RA	Carg07360		13	1475	43.389830508474574
Carg_Chr01	maker	1342059	1345664	-	Carg07361-RA	Carg07361		12	2564	44.42277691107644
Carg_Chr01	maker	1351222	1354263	-	Carg07362-RA	Carg07362		6	1287	44.83294483294483
Carg_Chr01	maker	1354025	1357491	-	Carg07363-RA	Carg07363		3	2179	38.412115649380446
Carg_Chr01	maker	1358367	1359896	-	Carg07364-RA	Carg07364		1	1530	40.52287581699346
Carg_Chr01	maker	1362951	1363823	+	Carg07365-RA	Carg07365		3	693	49.92784992784993
Carg_Chr01	maker	1365623	1369722	+	Carg07366-RA	Carg07366		6	1261	41.078509119746236
Carg_Chr01	maker	1371792	1377902	+	Carg07367-RA	Carg07367		20	2185	43.47826086956522
Carg_Chr01	maker	1378599	1380847	-	Carg07368-RA	Carg07368		4	1454	39.54607977991747
Carg_Chr01	maker	1380053	1385077	-	Carg07369-RA	Carg07369		8	1690	43.43195266272189
Carg_Chr01	maker	1385420	1392589	+	Carg07370-RA	Carg07370		15	2504	47.8035143769968
Carg_Chr01	maker	1394431	1396165	-	Carg07371-RA	Carg07371		3	795	49.937106918238996
Carg_Chr01	maker	1406330	1412458	+	Carg07372-RA	Carg07372		5	936	38.782051282051285
Carg_Chr01	maker	1413317	1418286	-	Carg07373-RA	Carg07373		5	3392	44.133254716981135
Carg_Chr01	maker	1418246	1418982	+	Carg07374-RA	Carg07374		3	321	41.12149532710281
Carg_Chr01	maker	1418880	1424007	+	Carg07375-RA	Carg07375		8	2963	43.6044549443132
Carg_Chr01	maker	1424540	1425523	+	Carg07376-RA	Carg07376		1	984	46.54471544715447
Carg_Chr01	maker	1426744	1430668	+	Carg07377-RA	Carg07377		9	1685	41.72106824925816
Carg_Chr01	maker	1432852	1433772	-	Carg07378-RA	Carg07378		3	708	39.548022598870055
Carg_Chr01	maker	1437196	1438058	+	Carg07379-RA	Carg07379		2	783	51.97956577266922
Carg_Chr01	maker	1439271	1447028	+	Carg07380-RA	Carg07380		16	3424	40.39135514018692
Carg_Chr01	maker	1448866	1449294	-	Carg07381-RA	Carg07381		1	429	51.282051282051285
Carg_Chr01	maker	1451523	1454426	+	Carg07382-RA	Carg07382		3	210	45.23809523809524
Carg_Chr01	maker	1454474	1465085	+	Carg07383-RA	Carg07383		19	2229	42.21624046657694
Carg_Chr01	maker	1467026	1468517	+	Carg07384-RA	Carg07384		2	1068	43.352059925093634
Carg_Chr01	maker	1469525	1471074	-	Carg07385-RA	Carg07385		2	594	42.08754208754209
Carg_Chr01	maker	1472727	1474486	-	Carg07386-RA	Carg07386		7	609	50.57471264367816
Carg_Chr01	maker	1478308	1480565	+	Carg07387-RA	Carg07387		3	1014	42.998027613412226
Carg_Chr01	maker	1486643	1489717	+	Carg07388-RA	Carg07388		3	2118	49.29178470254958
Carg_Chr01	maker	1490907	1492483	+	Carg07389-RA	Carg07389		2	495	52.525252525252526
Carg_Chr01	maker	1501397	1501858	+	Carg07390-RA	Carg07390		1	462	57.79220779220779
Carg_Chr01	maker	1504218	1505279	+	Carg07391-RA	Carg07391		1	1062	48.7758945386064
Carg_Chr01	maker	1519938	1523244	+	Carg07392-RA	Carg07392		3	684	41.666666666666664
Carg_Chr01	maker	1523923	1526234	+	Carg07393-RA	Carg07393		6	1461	45.44832306639288
Carg_Chr01	maker	1527439	1532724	+	Carg07394-RA	Carg07394		16	2011	42.018896071606164
Carg_Chr01	maker	1533253	1535367	-	Carg07395-RA	Carg07395		5	837	43.369175627240146
Carg_Chr01	maker	1536649	1539948	-	Carg07396-RA	Carg07396		8	1416	41.313559322033896
Carg_Chr01	maker	1539983	1545335	-	Carg07397-RA	Carg07397		15	2012	41.69980119284294
Carg_Chr01	maker	1547233	1552542	+	Carg07398-RA	Carg07398		15	2917	42.92080905039424
Carg_Chr01	maker	1556989	1558820	-	Carg07399-RA	Carg07399		3	522	59.195402298850574
Carg_Chr01	maker	1559633	1562332	+	Carg07400-RA	Carg07400		5	913	46.65936473165389
Carg_Chr01	maker	1562913	1565901	-	Carg07401-RA	Carg07401		7	1782	49.943883277216614
Carg_Chr01	maker	1570951	1573504	-	Carg07402-RA	Carg07402		7	1388	43.371757925072046
Carg_Chr01	maker	1573875	1575830	-	Carg07403-RA	Carg07403		2	838	42.60143198090692
Carg_Chr01	maker	1576222	1578572	-	Carg07404-RA	Carg07404		2	1177	48.00339847068819
Carg_Chr01	maker	1579853	1587309	-	Carg07405-RA	Carg07405		14	3364	40.725326991676575
Carg_Chr01	maker	1588749	1593303	+	Carg07406-RA	Carg07406		2	1199	40.867389491242704
Carg_Chr01	maker	1595193	1596188	+	Carg07407-RA	Carg07407		1	996	47.59036144578313
