Chr	Origin	Start	End	Strand	ID_transcript	ID_Gene	Class_code	Exons	Length	GC
Cla97Chr01	EVM	673934	675417	+	Cla97C01G000950.1	Cla97C01G000950		3	585	45.64102564102564
Cla97Chr01	EVM	684228	685818	-	Cla97C01G000960.1	Cla97C01G000960		3	927	55.33980582524272
Cla97Chr01	EVM	700788	708110	-	Cla97C01G000970.1	Cla97C01G000970		8	1665	42.88288288288288
Cla97Chr01	EVM	715819	717050	-	Cla97C01G000980.1	Cla97C01G000980		3	423	38.297872340425535
Cla97Chr01	EVM	728880	734062	+	Cla97C01G000990.1	Cla97C01G000990		8	936	45.085470085470085
Cla97Chr01	EVM	735840	738813	-	Cla97C01G001000.1	Cla97C01G001000		5	1530	49.80392156862745
Cla97Chr01	EVM	744752	745729	-	Cla97C01G001010.1	Cla97C01G001010		1	978	48.670756646216766
Cla97Chr01	EVM	751079	751623	+	Cla97C01G001020.1	Cla97C01G001020		2	468	44.01709401709402
Cla97Chr01	EVM	753476	758188	+	Cla97C01G001030.1	Cla97C01G001030		6	1374	45.0509461426492
Cla97Chr01	EVM	768797	770596	-	Cla97C01G001040.1	Cla97C01G001040		1	1800	53.833333333333336
Cla97Chr01	EVM	799605	801939	+	Cla97C01G001050.1	Cla97C01G001050		2	1050	45.04761904761905
Cla97Chr01	EVM	803348	809238	+	Cla97C01G001060.1	Cla97C01G001060		10	2223	41.3855150697256
Cla97Chr01	EVM	810477	814212	+	Cla97C01G001070.1	Cla97C01G001070		7	1461	43.73716632443532
Cla97Chr01	EVM	818158	826167	-	Cla97C01G001080.1	Cla97C01G001080		4	1194	46.231155778894475
Cla97Chr01	EVM	834042	836934	+	Cla97C01G001090.1	Cla97C01G001090		2	759	52.17391304347826
Cla97Chr01	EVM	839646	844038	-	Cla97C01G001100.1	Cla97C01G001100		9	1074	41.06145251396648
Cla97Chr01	EVM	850572	855475	+	Cla97C01G001110.1	Cla97C01G001110		8	942	41.6135881104034
Cla97Chr01	EVM	857518	861975	+	Cla97C01G001120.1	Cla97C01G001120		8	960	42.083333333333336
Cla97Chr01	EVM	863688	865816	-	Cla97C01G001130.1	Cla97C01G001130		5	1365	44.76190476190476
Cla97Chr01	EVM	871298	875881	+	Cla97C01G001140.1	Cla97C01G001140		8	2283	46.386333771353485
Cla97Chr01	EVM	877230	886277	-	Cla97C01G001150.1	Cla97C01G001150		11	1437	44.398051496172585
Cla97Chr01	EVM	889736	890958	+	Cla97C01G001160.1	Cla97C01G001160		2	555	55.31531531531532
Cla97Chr01	EVM	892381	896034	-	Cla97C01G001170.1	Cla97C01G001170		4	963	50.571131879543096
Cla97Chr01	EVM	898208	898540	+	Cla97C01G001180.1	Cla97C01G001180		1	333	48.648648648648646
Cla97Chr01	EVM	898579	898898	+	Cla97C01G001190.1	Cla97C01G001190		2	246	46.34146341463415
Cla97Chr01	EVM	901698	903745	+	Cla97C01G001200.1	Cla97C01G001200		5	1131	45.09283819628647
Cla97Chr01	EVM	922273	933932	+	Cla97C01G001210.1	Cla97C01G001210		7	1557	56.96852922286448
Cla97Chr01	EVM	935260	936698	-	Cla97C01G001220.1	Cla97C01G001220		2	1080	50.648148148148145
Cla97Chr01	EVM	961116	963454	+	Cla97C01G001230.1	Cla97C01G001230		3	2091	45.14586322333812
Cla97Chr01	EVM	978078	986926	-	Cla97C01G001240.1	Cla97C01G001240		10	1098	46.44808743169399
Cla97Chr01	EVM	992709	995438	-	Cla97C01G001250.1	Cla97C01G001250		5	1911	47.46206174777603
Cla97Chr01	EVM	1006072	1031865	-	Cla97C01G001260.1	Cla97C01G001260		27	3564	41.91919191919192
Cla97Chr01	EVM	1035686	1036237	-	Cla97C01G001270.1	Cla97C01G001270		1	552	58.15217391304348
Cla97Chr01	EVM	1044816	1048502	+	Cla97C01G001280.1	Cla97C01G001280		2	465	45.376344086021504
Cla97Chr01	EVM	1052749	1057554	+	Cla97C01G001290.1	Cla97C01G001290		6	1068	41.10486891385768
Cla97Chr01	EVM	1060534	1061779	+	Cla97C01G001300.1	Cla97C01G001300		2	636	54.874213836477985
Cla97Chr01	EVM	1085174	1086322	+	Cla97C01G001310.1	Cla97C01G001310		1	1149	45.08268059181897
Cla97Chr01	EVM	1102042	1106500	-	Cla97C01G001320.1	Cla97C01G001320		3	1470	48.16326530612245
Cla97Chr01	EVM	1117513	1117677	+	Cla97C01G001330.1	Cla97C01G001330		1	165	55.75757575757576
Cla97Chr01	EVM	1137343	1139770	-	Cla97C01G001340.1	Cla97C01G001340		6	771	44.487678339818416
Cla97Chr01	EVM	1141359	1144070	-	Cla97C01G001350.1	Cla97C01G001350		6	1089	46.372819100091824
Cla97Chr01	EVM	1159170	1159418	+	Cla97C01G001360.1	Cla97C01G001360		2	159	45.283018867924525
Cla97Chr01	EVM	1181020	1183560	+	Cla97C01G001370.1	Cla97C01G001370		4	1047	49.09264565425024
Cla97Chr01	EVM	1185873	1189585	-	Cla97C01G001380.1	Cla97C01G001380		4	705	45.248226950354606
Cla97Chr01	EVM	1199052	1204744	+	Cla97C01G001390.1	Cla97C01G001390		11	1206	43.53233830845771
Cla97Chr01	EVM	1212595	1214901	+	Cla97C01G001400.1	Cla97C01G001400		6	1281	46.13583138173302
Cla97Chr01	EVM	1222109	1222360	-	Cla97C01G001410.1	Cla97C01G001410		1	252	51.58730158730159
Cla97Chr01	EVM	1229255	1229578	+	Cla97C01G001420.1	Cla97C01G001420		1	324	47.839506172839506
Cla97Chr01	EVM	1238760	1242836	+	Cla97C01G001430.1	Cla97C01G001430		15	2037	45.50810014727541
Cla97Chr01	EVM	1245484	1247913	+	Cla97C01G001440.1	Cla97C01G001440		3	1230	49.59349593495935
Cla97Chr01	EVM	1250850	1258469	-	Cla97C01G001450.1	Cla97C01G001450		13	2754	41.14015976761075
Cla97Chr01	EVM	1262454	1271246	-	Cla97C01G001460.1	Cla97C01G001460		10	1179	50.12722646310433
Cla97Chr01	EVM	1328433	1329821	+	Cla97C01G001470.1	Cla97C01G001470		3	1170	43.675213675213676
Cla97Chr01	EVM	1351139	1352433	-	Cla97C01G001480.1	Cla97C01G001480		2	939	49.946751863684774
Cla97Chr01	EVM	1356461	1359062	-	Cla97C01G001490.1	Cla97C01G001490		2	954	45.702306079664574
Cla97Chr01	EVM	1371898	1376589	+	Cla97C01G001500.1	Cla97C01G001500		5	1116	38.17204301075269
Cla97Chr01	EVM	1385383	1391142	+	Cla97C01G001510.1	Cla97C01G001510		4	1419	46.300211416490484
Cla97Chr01	EVM	1408133	1410909	-	Cla97C01G001520.1	Cla97C01G001520		4	1320	50.22727272727273
Cla97Chr01	EVM	1426526	1431372	-	Cla97C01G001530.1	Cla97C01G001530		8	1278	48.04381846635368
Cla97Chr01	EVM	1435543	1436007	-	Cla97C01G001540.1	Cla97C01G001540		1	465	47.096774193548384
Cla97Chr01	EVM	1438038	1442298	-	Cla97C01G001550.1	Cla97C01G001550		7	2001	45.377311344327836
Cla97Chr01	EVM	1451865	1452635	+	Cla97C01G001560.1	Cla97C01G001560		1	771	55.382619974059665
Cla97Chr01	EVM	1454438	1457049	-	Cla97C01G001570.1	Cla97C01G001570		8	1209	45.07857733664185
Cla97Chr01	EVM	1459185	1461060	+	Cla97C01G001580.1	Cla97C01G001580		6	786	43.76590330788804
Cla97Chr01	EVM	1463519	1466220	+	Cla97C01G001590.1	Cla97C01G001590		7	1113	44.474393530997304
Cla97Chr01	EVM	1466697	1474391	-	Cla97C01G001600.1	Cla97C01G001600		6	2265	46.88741721854305
Cla97Chr01	EVM	1480418	1483212	-	Cla97C01G001610.1	Cla97C01G001610		7	1902	40.115667718191375
Cla97Chr01	EVM	1489498	1494290	-	Cla97C01G001620.1	Cla97C01G001620		4	1431	48.63731656184486
Cla97Chr01	EVM	1500561	1501478	+	Cla97C01G001630.1	Cla97C01G001630		1	918	40.74074074074074
Cla97Chr01	EVM	1505374	1506821	-	Cla97C01G001640.1	Cla97C01G001640		2	912	45.833333333333336
Cla97Chr01	EVM	1524068	1524465	-	Cla97C01G001650.1	Cla97C01G001650		3	243	48.559670781893004
Cla97Chr01	EVM	1539974	1544074	+	Cla97C01G001660.1	Cla97C01G001660		7	2229	42.75459847465231
Cla97Chr01	EVM	1548011	1548860	+	Cla97C01G001670.1	Cla97C01G001670		2	777	41.6988416988417
Cla97Chr01	EVM	1550197	1554681	-	Cla97C01G001680.1	Cla97C01G001680		12	1524	44.488188976377955
Cla97Chr01	EVM	1557359	1557622	-	Cla97C01G001690.1	Cla97C01G001690		1	264	52.65151515151515
Cla97Chr01	EVM	1558522	1558896	+	Cla97C01G001700.1	Cla97C01G001700		1	375	38.666666666666664
Cla97Chr01	EVM	1558921	1561784	+	Cla97C01G001710.1	Cla97C01G001710		3	231	32.467532467532465
Cla97Chr01	EVM	1562752	1564216	+	Cla97C01G001720.1	Cla97C01G001720		6	579	44.386873920552674
Cla97Chr01	EVM	1565682	1569984	-	Cla97C01G001730.1	Cla97C01G001730		9	1047	46.036294173829994
Cla97Chr01	EVM	1575499	1577330	+	Cla97C01G001740.1	Cla97C01G001740		3	1242	47.50402576489533
Cla97Chr01	EVM	1584060	1585308	+	Cla97C01G001750.1	Cla97C01G001750		2	1041	45.05283381364073
Cla97Chr01	EVM	1587361	1605021	+	Cla97C01G001760.1	Cla97C01G001760		14	3819	41.73867504582351
Cla97Chr01	EVM	1608450	1611501	+	Cla97C01G001770.1	Cla97C01G001770		4	1893	40.51769677760169
Cla97Chr01	EVM	1613482	1615757	+	Cla97C01G001780.1	Cla97C01G001780		2	1080	55.833333333333336
Cla97Chr01	EVM	1617079	1620057	-	Cla97C01G001790.1	Cla97C01G001790		4	1302	48.463901689708145
Cla97Chr01	EVM	1638680	1639370	+	Cla97C01G001800.1	Cla97C01G001800		3	210	51.42857142857143
Cla97Chr01	EVM	1639404	1645087	+	Cla97C01G001810.1	Cla97C01G001810		14	2079	44.44444444444444
Cla97Chr01	EVM	1645916	1648186	-	Cla97C01G001820.1	Cla97C01G001820		3	639	44.91392801251956
Cla97Chr01	EVM	1652760	1654892	-	Cla97C01G001830.1	Cla97C01G001830		2	633	48.183254344391784
Cla97Chr01	EVM	1657297	1661652	-	Cla97C01G001840.1	Cla97C01G001840		12	1638	41.57509157509158
Cla97Chr01	EVM	1665964	1668736	-	Cla97C01G001850.1	Cla97C01G001850		5	795	48.930817610062896
Cla97Chr01	EVM	1690354	1690602	+	Cla97C01G001860.1	Cla97C01G001860		1	249	41.76706827309237
Cla97Chr01	EVM	1690732	1693969	+	Cla97C01G001870.1	Cla97C01G001870		8	1998	47.0970970970971
Cla97Chr01	EVM	1695109	1699941	-	Cla97C01G001880.1	Cla97C01G001880		13	2163	43.50439204808137
Cla97Chr01	EVM	1704136	1714327	+	Cla97C01G001890.1	Cla97C01G001890		18	2133	44.25691514299109
Cla97Chr01	EVM	1716221	1718617	+	Cla97C01G001900.1	Cla97C01G001900		5	1236	40.6957928802589
Cla97Chr01	EVM	1721264	1728329	-	Cla97C01G001910.1	Cla97C01G001910		12	930	42.043010752688176
Cla97Chr01	EVM	1730663	1733436	-	Cla97C01G001920.1	Cla97C01G001920		8	1014	53.15581854043393
Cla97Chr01	EVM	1751280	1753528	-	Cla97C01G001930.1	Cla97C01G001930		9	996	41.16465863453815
Cla97Chr01	EVM	1753533	1754288	-	Cla97C01G001940.1	Cla97C01G001940		3	492	47.96747967479675
Cla97Chr01	EVM	1756634	1760095	-	Cla97C01G001950.1	Cla97C01G001950		11	1815	44.40771349862259
Cla97Chr01	EVM	1771323	1771577	-	Cla97C01G001960.1	Cla97C01G001960		1	255	51.76470588235294
Cla97Chr01	EVM	1775125	1780905	+	Cla97C01G001970.1	Cla97C01G001970		19	1995	42.10526315789474
Cla97Chr01	EVM	1782550	1787560	-	Cla97C01G001980.1	Cla97C01G001980		7	1857	51.64243403338718
Cla97Chr01	EVM	1808543	1809451	+	Cla97C01G001990.1	Cla97C01G001990		1	909	52.58525852585259
Cla97Chr01	EVM	1812698	1815591	+	Cla97C01G002000.1	Cla97C01G002000		5	1338	45.81464872944694
Cla97Chr01	EVM	1816536	1818901	+	Cla97C01G002010.1	Cla97C01G002010		6	717	45.04881450488145
Cla97Chr01	EVM	1819460	1820294	-	Cla97C01G002020.1	Cla97C01G002020		2	351	49.857549857549856
Cla97Chr01	EVM	1824033	1824428	-	Cla97C01G002030.1	Cla97C01G002030		1	396	40.90909090909091
Cla97Chr01	EVM	1825880	1827651	-	Cla97C01G002040.1	Cla97C01G002040		3	570	43.333333333333336
Cla97Chr01	EVM	1832168	1832635	-	Cla97C01G002050.1	Cla97C01G002050		1	468	53.41880341880342
Cla97Chr01	EVM	1836866	1842350	-	Cla97C01G002060.1	Cla97C01G002060		7	1350	46.666666666666664
Cla97Chr01	EVM	1845594	1848179	-	Cla97C01G002070.1	Cla97C01G002070		3	1353	42.79379157427938
Cla97Chr01	EVM	1859547	1865680	+	Cla97C01G002080.1	Cla97C01G002080		7	3183	40.93622368834433
Cla97Chr01	EVM	1868213	1870420	-	Cla97C01G002090.1	Cla97C01G002090		2	2121	42.57425742574257
Cla97Chr01	EVM	1877606	1877866	+	Cla97C01G002100.1	Cla97C01G002100		1	261	50.191570881226056
Cla97Chr01	EVM	1881405	1881716	+	Cla97C01G002110.1	Cla97C01G002110		2	213	46.478873239436616
Cla97Chr01	EVM	1882833	1883340	-	Cla97C01G002120.1	Cla97C01G002120		2	198	44.44444444444444
Cla97Chr01	EVM	1890773	1891732	-	Cla97C01G002130.1	Cla97C01G002130		1	960	51.875
Cla97Chr01	EVM	1910079	1916382	-	Cla97C01G002140.1	Cla97C01G002140		4	447	47.651006711409394
Cla97Chr01	EVM	1919802	1922313	-	Cla97C01G002150.1	Cla97C01G002150		2	1890	44.92063492063492
Cla97Chr01	EVM	1969096	1972893	-	Cla97C01G002160.1	Cla97C01G002160		3	2058	43.82896015549077
Cla97Chr01	EVM	1975548	1982593	+	Cla97C01G002170.1	Cla97C01G002170		12	1167	43.958868894601544
Cla97Chr01	EVM	1995639	1998199	+	Cla97C01G002180.1	Cla97C01G002180		3	285	48.421052631578945
Cla97Chr01	EVM	1998235	2000253	+	Cla97C01G002190.1	Cla97C01G002190		1	2019	48.34076275383853
Cla97Chr01	EVM	2001755	2008123	-	Cla97C01G002200.1	Cla97C01G002200		6	1449	44.858523119392686
Cla97Chr01	EVM	2017917	2019566	-	Cla97C01G002210.1	Cla97C01G002210		5	774	45.09043927648579
Cla97Chr01	EVM	2025967	2032152	+	Cla97C01G002220.1	Cla97C01G002220		6	3180	41.63522012578616
Cla97Chr01	EVM	2035576	2037554	+	Cla97C01G002230.1	Cla97C01G002230		3	1206	39.38640132669983
Cla97Chr01	EVM	2039490	2041350	-	Cla97C01G002240.1	Cla97C01G002240		3	1173	40.40920716112532
Cla97Chr01	EVM	2044500	2046200	+	Cla97C01G002250.1	Cla97C01G002250		3	1434	39.26080892608089
Cla97Chr01	EVM	2049463	2052568	-	Cla97C01G002260.1	Cla97C01G002260		3	1521	39.97370151216305
Cla97Chr01	EVM	2053696	2055453	-	Cla97C01G002270.1	Cla97C01G002270		3	1581	43.3270082226439
Cla97Chr01	EVM	2056719	2059699	-	Cla97C01G002280.1	Cla97C01G002280		3	1452	39.87603305785124
Cla97Chr01	EVM	2063216	2064868	-	Cla97C01G002290.1	Cla97C01G002290		3	1278	40.5320813771518
Cla97Chr01	EVM	2071285	2072077	-	Cla97C01G002300.1	Cla97C01G002300		2	657	45.053272450532724
Cla97Chr01	EVM	2078906	2079520	-	Cla97C01G002310.1	Cla97C01G002310		1	615	47.642276422764226
Cla97Chr01	EVM	2082404	2083036	-	Cla97C01G002320.1	Cla97C01G002320		1	633	47.07740916271722
Cla97Chr01	EVM	2091430	2100173	-	Cla97C01G002330.1	Cla97C01G002330		14	2805	46.702317290552585
Cla97Chr01	EVM	2121356	2134366	+	Cla97C01G002340.1	Cla97C01G002340		16	2574	43.04584304584304
Cla97Chr01	EVM	2142056	2146613	-	Cla97C01G002350.1	Cla97C01G002350		11	1113	43.03683737646002
Cla97Chr01	EVM	2150231	2152452	+	Cla97C01G002360.1	Cla97C01G002360		11	1155	44.58874458874459
Cla97Chr01	EVM	2155348	2157363	+	Cla97C01G002370.1	Cla97C01G002370		3	306	44.11764705882353
Cla97Chr01	EVM	2161322	2161949	-	Cla97C01G002380.1	Cla97C01G002380		3	393	41.98473282442748
Cla97Chr01	EVM	2166837	2167511	-	Cla97C01G002390.1	Cla97C01G002390		2	183	42.076502732240435
Cla97Chr01	EVM	2170620	2171403	-	Cla97C01G002400.1	Cla97C01G002400		3	222	34.68468468468468
Cla97Chr01	EVM	2175050	2175945	-	Cla97C01G002410.1	Cla97C01G002410		3	330	37.27272727272727
Cla97Chr01	EVM	2182569	2189155	-	Cla97C01G002420.1	Cla97C01G002420		17	1494	45.58232931726908
Cla97Chr01	EVM	2211882	2214072	+	Cla97C01G002430.1	Cla97C01G002430		3	966	44.72049689440994
Cla97Chr01	EVM	2219023	2220469	+	Cla97C01G002440.1	Cla97C01G002440		5	540	50.0
Cla97Chr01	EVM	2220957	2221321	+	Cla97C01G002450.1	Cla97C01G002450		2	231	41.99134199134199
Cla97Chr01	EVM	2221463	2223603	+	Cla97C01G002460.1	Cla97C01G002460		2	219	37.44292237442922
