Specie	Sample	Filter_1	Filter_2	Depth	Mapping_rate	Strandedness
C. sativus	SRR10053817	passes the trimming step	not used for transcript reconstruction	23523586/23523586	84.3152%	IU
C. sativus	SRR10053818	passes the trimming step	not used for transcript reconstruction	20917898/20917898	81.6972%	IU
C. sativus	SRR10053819	passes the trimming step	not used for transcript reconstruction	27036505/27036505	81.7551%	IU
C. sativus	SRR10053820	passes the trimming step	not used for transcript reconstruction	22328179/22328179	86.5126%	IU
C. sativus	SRR10053821	passes the trimming step	not used for transcript reconstruction	24825644/24825644	86.109%	IU
C. sativus	SRR10053822	passes the trimming step	not used for transcript reconstruction	22202142/22202142	84.5977%	IU
C. sativus	SRR10053823	passes the trimming step	not used for transcript reconstruction	22828904/22828904	85.58%	IU
C. sativus	SRR10057891	passes the trimming step	not used for transcript reconstruction	16938881/16938881	87.0322%	IU
C. sativus	SRR10057892	passes the trimming step	not used for transcript reconstruction	17402699/17402699	86.6137%	IU
C. sativus	SRR10057893	passes the trimming step	not used for transcript reconstruction	17595625/17595625	87.1837%	IU
C. sativus	SRR10057894	passes the trimming step	not used for transcript reconstruction	20173628/20173628	86.1326%	IU
C. sativus	SRR10057895	passes the trimming step	not used for transcript reconstruction	16924289/16924289	85.7233%	IU
C. sativus	SRR10057896	passes the trimming step	not used for transcript reconstruction	18085510/18085510	86.75%	IU
C. sativus	SRR10057897	passes the trimming step	not used for transcript reconstruction	15938145/15938145	85.8104%	IU
C. sativus	SRR10057898	passes the trimming step	not used for transcript reconstruction	17845849/17845849	83.6175%	IU
C. sativus	SRR10057899	passes the trimming step	not used for transcript reconstruction	16447984/16447984	83.7153%	IU
C. sativus	SRR10098736	passes the trimming step	used for transcript reconstruction	42856394/42856394	84.5231%	ISR
C. sativus	SRR10098737	passes the trimming step	used for transcript reconstruction	36561526/36561526	86.9027%	ISR
C. sativus	SRR10098738	passes the trimming step	used for transcript reconstruction	37912020/37912020	87.9155%	ISR
C. sativus	SRR10098739	passes the trimming step	used for transcript reconstruction	44692590/44692590	87.2349%	ISR
C. sativus	SRR10098740	passes the trimming step	used for transcript reconstruction	39393021/39393021	87.0608%	ISR
C. sativus	SRR10098741	passes the trimming step	used for transcript reconstruction	38025094/38025094	86.5875%	ISR
C. sativus	SRR10098742	passes the trimming step	used for transcript reconstruction	37119602/37119602	86.8168%	ISR
C. sativus	SRR10098743	passes the trimming step	used for transcript reconstruction	38085231/38085231	85.6718%	ISR
C. sativus	SRR10098744	passes the trimming step	used for transcript reconstruction	42272864/42272864	87.3348%	ISR
C. sativus	SRR10098745	passes the trimming step	used for transcript reconstruction	37155609/37155609	87.9681%	ISR
C. sativus	SRR10098746	passes the trimming step	used for transcript reconstruction	43167644/43167644	86.3218%	ISR
C. sativus	SRR10098747	passes the trimming step	used for transcript reconstruction	38839257/38839257	85.092%	ISR
C. sativus	SRR10113569	passes the trimming step	not used for transcript reconstruction	18933912	89.6829%	U
C. sativus	SRR10113570	passes the trimming step	not used for transcript reconstruction	22161553/22161553	87.8975%	IU
C. sativus	SRR10113591	passes the trimming step	not used for transcript reconstruction	16172446/16172446	88.6927%	IU
C. sativus	SRR10113592	passes the trimming step	not used for transcript reconstruction	15843855	90.7573%	U
C. sativus	SRR10113593	passes the trimming step	not used for transcript reconstruction	15274990/15274990	87.1727%	IU
C. sativus	SRR10113594	passes the trimming step	not used for transcript reconstruction	18842855	87.876%	U
C. sativus	SRR10198443	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR10198444	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR10198445	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR10198446	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR10231471	passes the trimming step	used for transcript reconstruction	20904384	73.9439%	SR
C. sativus	SRR10231472	passes the trimming step	used for transcript reconstruction	33428015	86.8985%	SR
C. sativus	SRR10231473	passes the trimming step	used for transcript reconstruction	24870908	87.1792%	SR
C. sativus	SRR10231484	passes the trimming step	used for transcript reconstruction	15340359	81.67%	SR
C. sativus	SRR10231495	passes the trimming step	used for transcript reconstruction	24617223	85.7054%	SR
C. sativus	SRR10231506	passes the trimming step	used for transcript reconstruction	21396743	86.2362%	SR
C. sativus	SRR10231517	passes the trimming step	used for transcript reconstruction	21651672	86.474%	SR
C. sativus	SRR10231528	passes the trimming step	used for transcript reconstruction	21129437	86.2895%	SR
C. sativus	SRR10231539	passes the trimming step	used for transcript reconstruction	20222728	83.8071%	SR
C. sativus	SRR10231550	passes the trimming step	used for transcript reconstruction	26568517	84.5703%	SR
C. sativus	SRR10231557	passes the trimming step	used for transcript reconstruction	24911188	81.0612%	SR
C. sativus	SRR10231558	passes the trimming step	used for transcript reconstruction	24518360	84.038%	SR
C. sativus	SRR10231559	passes the trimming step	used for transcript reconstruction	24003493	83.7313%	SR
C. sativus	SRR10231560	passes the trimming step	used for transcript reconstruction	23483734	83.9802%	SR
C. sativus	SRR10231561	passes the trimming step	used for transcript reconstruction	23307262	87.1755%	SR
C. sativus	SRR10231562	passes the trimming step	used for transcript reconstruction	21735947	84.0399%	SR
C. sativus	SRR10231563	passes the trimming step	used for transcript reconstruction	18977289	84.1357%	SR
C. sativus	SRR10231564	passes the trimming step	used for transcript reconstruction	24840110	86.3177%	SR
C. sativus	SRR10231565	passes the trimming step	used for transcript reconstruction	21583128	86.033%	SR
C. sativus	SRR10231566	passes the trimming step	used for transcript reconstruction	21778987	86.3027%	SR
C. sativus	SRR10231567	passes the trimming step	used for transcript reconstruction	26872833	83.9918%	SR
C. sativus	SRR10231568	passes the trimming step	used for transcript reconstruction	26544708	85.0389%	SR
C. sativus	SRR10231569	passes the trimming step	used for transcript reconstruction	24738789	85.3825%	SR
C. sativus	SRR10231570	passes the trimming step	used for transcript reconstruction	22735601	85.1519%	SR
C. sativus	SRR10307133	passes the trimming step	used for transcript reconstruction	41110771/41110771	89.7425%	ISR
C. sativus	SRR10307134	passes the trimming step	used for transcript reconstruction	44668787/44668787	89.4111%	ISR
C. sativus	SRR10307135	passes the trimming step	used for transcript reconstruction	40177158/40177158	88.492%	ISR
C. sativus	SRR10315753	passes the trimming step	used for transcript reconstruction	37972426/37972426	87.4432%	ISR
C. sativus	SRR10315754	passes the trimming step	used for transcript reconstruction	41431636/41431636	88.6578%	ISR
C. sativus	SRR10315755	passes the trimming step	used for transcript reconstruction	47419879/47419879	90.2208%	ISR
C. sativus	SRR10315756	passes the trimming step	used for transcript reconstruction	44128799/44128799	90.2165%	ISR
C. sativus	SRR10315757	passes the trimming step	used for transcript reconstruction	43246587/43246587	90.4285%	ISR
C. sativus	SRR10315758	passes the trimming step	used for transcript reconstruction	52547644/52547644	88.2055%	ISR
C. sativus	SRR10322060	passes the trimming step	used for transcript reconstruction	41713719/41713719	89.5534%	ISR
C. sativus	SRR10322061	passes the trimming step	used for transcript reconstruction	43149199/43149199	89.7196%	ISR
C. sativus	SRR10322062	passes the trimming step	used for transcript reconstruction	42984452/42984452	88.5682%	ISR
C. sativus	SRR10322063	passes the trimming step	used for transcript reconstruction	41660706/41660706	89.0397%	ISR
C. sativus	SRR10322064	passes the trimming step	used for transcript reconstruction	41375019/41375019	88.5982%	ISR
C. sativus	SRR10322065	passes the trimming step	used for transcript reconstruction	41035111/41035111	90.4529%	ISR
C. sativus	SRR10322066	passes the trimming step	used for transcript reconstruction	47060812/47060812	88.5012%	ISR
C. sativus	SRR10322067	passes the trimming step	used for transcript reconstruction	43893120/43893120	88.8254%	ISR
C. sativus	SRR10322068	passes the trimming step	used for transcript reconstruction	40440952/40440952	88.2696%	ISR
C. sativus	SRR10493290	passes the trimming step	not used for transcript reconstruction	24968600/24968600	85.4758%	IU
C. sativus	SRR10493291	passes the trimming step	not used for transcript reconstruction	24234132/24234132	85.0132%	IU
C. sativus	SRR10493292	passes the trimming step	not used for transcript reconstruction	23466731/23466731	85.7186%	IU
C. sativus	SRR10493293	passes the trimming step	not used for transcript reconstruction	23973418/23973418	85.307%	IU
C. sativus	SRR10493294	passes the trimming step	not used for transcript reconstruction	21121512/21121512	85.3676%	IU
C. sativus	SRR10493295	passes the trimming step	not used for transcript reconstruction	28312100/28312100	85.3926%	IU
C. sativus	SRR10493296	passes the trimming step	not used for transcript reconstruction	24796666/24796666	85.8425%	IU
C. sativus	SRR10493297	passes the trimming step	not used for transcript reconstruction	25826380/25826380	85.1409%	IU
C. sativus	SRR10493298	passes the trimming step	not used for transcript reconstruction	25994904/25994904	85.7646%	IU
C. sativus	SRR10584618	passes the trimming step	not used for transcript reconstruction	29693009/29693009	85.3771%	IU
C. sativus	SRR10584619	passes the trimming step	not used for transcript reconstruction	24793776/24793776	86.2748%	IU
C. sativus	SRR10584620	passes the trimming step	not used for transcript reconstruction	22606209/22606209	86.2157%	IU
C. sativus	SRR10584621	passes the trimming step	not used for transcript reconstruction	24287435/24287435	86.0004%	IU
C. sativus	SRR10584622	passes the trimming step	not used for transcript reconstruction	28450866/28450866	86.4423%	IU
C. sativus	SRR10584623	passes the trimming step	not used for transcript reconstruction	30769072/30769072	85.8923%	IU
C. sativus	SRR10584624	passes the trimming step	not used for transcript reconstruction	21393514/21393514	86.3533%	IU
C. sativus	SRR10584625	passes the trimming step	not used for transcript reconstruction	26652922/26652922	86.0761%	IU
C. sativus	SRR10584626	passes the trimming step	not used for transcript reconstruction	25391625/25391625	85.5892%	IU
C. sativus	SRR10584627	passes the trimming step	not used for transcript reconstruction	26634083/26634083	84.2633%	IU
C. sativus	SRR10584628	passes the trimming step	not used for transcript reconstruction	27013877/27013877	86.4216%	IU
C. sativus	SRR10584629	passes the trimming step	not used for transcript reconstruction	26541795/26541795	85.9721%	IU
C. sativus	SRR1104901	passes the trimming step	used for transcript reconstruction	14528565	71.8541%	SR
C. sativus	SRR1104920	passes the trimming step	used for transcript reconstruction	13591009	85.9851%	SR
C. sativus	SRR1104921	passes the trimming step	used for transcript reconstruction	13211368	82.3761%	SR
C. sativus	SRR1104922	passes the trimming step	used for transcript reconstruction	16392798	77.8703%	SR
C. sativus	SRR1104923	passes the trimming step	used for transcript reconstruction	18548326	78.2237%	SR
C. sativus	SRR1104924	passes the trimming step	used for transcript reconstruction	17166968	85.5741%	SR
C. sativus	SRR1105618	passes the trimming step	used for transcript reconstruction	16174454	76.5095%	SR
C. sativus	SRR1105619	passes the trimming step	used for transcript reconstruction	15605112	61.0478%	SR
C. sativus	SRR1105620	passes the trimming step	used for transcript reconstruction	11658240	79.2426%	SR
C. sativus	SRR1105621	passes the trimming step	used for transcript reconstruction	14958156	75.9041%	SR
C. sativus	SRR1105622	passes the trimming step	used for transcript reconstruction	17095602	85.9217%	SR
C. sativus	SRR1105623	passes the trimming step	used for transcript reconstruction	13880404	64.1147%	SR
C. sativus	SRR11268418	passes the trimming step	used for transcript reconstruction	44968473/44968473	86.2324%	ISR
C. sativus	SRR11268419	passes the trimming step	used for transcript reconstruction	41968766/41968766	88.1598%	ISR
C. sativus	SRR11268420	passes the trimming step	used for transcript reconstruction	49319137/49319137	90.2539%	ISR
C. sativus	SRR11268421	passes the trimming step	used for transcript reconstruction	57037152/57037152	82.1968%	ISR
C. sativus	SRR11268422	passes the trimming step	used for transcript reconstruction	43702449/43702449	90.2673%	ISR
C. sativus	SRR11268423	passes the trimming step	used for transcript reconstruction	37702011/37702011	88.2144%	ISR
C. sativus	SRR11268424	passes the trimming step	used for transcript reconstruction	47725800/47725800	90.1838%	ISR
C. sativus	SRR11268425	passes the trimming step	used for transcript reconstruction	48951638/48951638	90.434%	ISR
C. sativus	SRR11268426	passes the trimming step	used for transcript reconstruction	45733299/45733299	89.8794%	ISR
C. sativus	SRR11306864	passes the trimming step	not used for transcript reconstruction	19986344/19986344	85.985%	IU
C. sativus	SRR11306865	passes the trimming step	not used for transcript reconstruction	18339104/18339104	82.9919%	IU
C. sativus	SRR11306866	passes the trimming step	not used for transcript reconstruction	19439086/19439086	86.2313%	IU
C. sativus	SRR11306867	passes the trimming step	not used for transcript reconstruction	20389791/20389791	86.109%	IU
C. sativus	SRR11306868	passes the trimming step	not used for transcript reconstruction	20110282/20110282	87.1093%	IU
C. sativus	SRR11306869	passes the trimming step	not used for transcript reconstruction	20955511/20955511	86.9173%	IU
C. sativus	SRR11358251	passes the trimming step	used for transcript reconstruction	19113087/19113087	80.4981%	ISR
C. sativus	SRR11358252	passes the trimming step	used for transcript reconstruction	19474799/19474799	80.528%	ISR
C. sativus	SRR11358253	passes the trimming step	not used for transcript reconstruction	35980875/35980875	83.7997%	IU
C. sativus	SRR11358254	passes the trimming step	used for transcript reconstruction	20990791/20990791	77.7716%	ISR
C. sativus	SRR11358255	passes the trimming step	used for transcript reconstruction	19212515/19212515	58.3064%	ISR
C. sativus	SRR11358256	passes the trimming step	not used for transcript reconstruction	28995349/28995349	81.748%	IU
C. sativus	SRR11358257	passes the trimming step	used for transcript reconstruction	20983890/20983890	58.5813%	ISR
C. sativus	SRR11358258	passes the trimming step	used for transcript reconstruction	19993733/19993733	80.092%	ISR
C. sativus	SRR11358259	passes the trimming step	not used for transcript reconstruction	33824809/33824809	83.8418%	IU
C. sativus	SRR11358260	passes the trimming step	used for transcript reconstruction	21746996/21746996	64.887%	ISR
C. sativus	SRR11358261	passes the trimming step	used for transcript reconstruction	20485706/20485706	80.279%	ISR
C. sativus	SRR11358262	passes the trimming step	not used for transcript reconstruction	38882881/38882881	84.0446%	IU
C. sativus	SRR11358263	passes the trimming step	used for transcript reconstruction	19351828/19351828	74.5621%	ISR
C. sativus	SRR11358264	passes the trimming step	used for transcript reconstruction	18498307/18498307	76.8682%	ISR
C. sativus	SRR11358265	passes the trimming step	not used for transcript reconstruction	40897758/40897758	84.7009%	IU
C. sativus	SRR11358266	passes the trimming step	used for transcript reconstruction	20987389/20987389	84.1945%	ISR
C. sativus	SRR11358267	passes the trimming step	used for transcript reconstruction	20513806/20513806	82.8523%	ISR
C. sativus	SRR11358268	passes the trimming step	not used for transcript reconstruction	40435144/40435144	86.9572%	IU
C. sativus	SRR11573113	passes the trimming step	used for transcript reconstruction	11848848/11848848	86.3475%	ISR
C. sativus	SRR11573115	passes the trimming step	used for transcript reconstruction	30172598/30172598	38.5929%	ISR
C. sativus	SRR11831473	passes the trimming step	not used for transcript reconstruction	21838685/21838685	84.8505%	IU
C. sativus	SRR11831474	passes the trimming step	not used for transcript reconstruction	21794013/21794013	84.3185%	IU
C. sativus	SRR11831475	passes the trimming step	not used for transcript reconstruction	21341485/21341485	84.5197%	IU
C. sativus	SRR11831476	passes the trimming step	not used for transcript reconstruction	24980373/24980373	83.0795%	IU
C. sativus	SRR11831477	passes the trimming step	not used for transcript reconstruction	25981449/25981449	81.8605%	IU
C. sativus	SRR11831478	passes the trimming step	not used for transcript reconstruction	21535193/21535193	82.1568%	IU
C. sativus	SRR11831479	passes the trimming step	not used for transcript reconstruction	21323366/21323366	83.7375%	IU
C. sativus	SRR11831480	passes the trimming step	not used for transcript reconstruction	26192241/26192241	80.0223%	IU
C. sativus	SRR11831481	passes the trimming step	not used for transcript reconstruction	22209727/22209727	81.778%	IU
C. sativus	SRR11850235	passes the trimming step	used for transcript reconstruction	25103658/25103658	83.3358%	ISR
C. sativus	SRR11850236	passes the trimming step	used for transcript reconstruction	23352958/23352958	83.5066%	ISR
C. sativus	SRR11850237	passes the trimming step	used for transcript reconstruction	25039324/25039324	83.7708%	ISR
C. sativus	SRR11850238	passes the trimming step	used for transcript reconstruction	24283491/24283491	85.1791%	ISR
C. sativus	SRR11850239	passes the trimming step	used for transcript reconstruction	20133056/20133056	85.1871%	ISR
C. sativus	SRR11850240	passes the trimming step	used for transcript reconstruction	23042183/23042183	85.394%	ISR
C. sativus	SRR12235021	passes the trimming step	used for transcript reconstruction	38798139/38798139	88.341%	ISR
C. sativus	SRR12235022	passes the trimming step	used for transcript reconstruction	47211201/47211201	90.8187%	ISR
C. sativus	SRR12235023	passes the trimming step	used for transcript reconstruction	47592374/47592374	86.6043%	ISR
C. sativus	SRR12235024	passes the trimming step	used for transcript reconstruction	44956196/44956196	82.7191%	ISR
C. sativus	SRR12278678	passes the trimming step	used for transcript reconstruction	19668089/19668089	82.8088%	ISR
C. sativus	SRR12278679	passes the trimming step	used for transcript reconstruction	22839014/22839014	84.3015%	ISR
C. sativus	SRR12278680	passes the trimming step	used for transcript reconstruction	22380034/22380034	84.3939%	ISR
C. sativus	SRR12278681	passes the trimming step	used for transcript reconstruction	22342449/22342449	85.1792%	ISR
C. sativus	SRR12278682	passes the trimming step	used for transcript reconstruction	22493421/22493421	85.5479%	ISR
C. sativus	SRR12278683	passes the trimming step	used for transcript reconstruction	21118583/21118583	85.6606%	ISR
C. sativus	SRR12494877	passes the trimming step	not used for transcript reconstruction	24091289/24091289	85.9169%	IU
C. sativus	SRR12494878	passes the trimming step	not used for transcript reconstruction	24111866/24111866	86.0315%	IU
C. sativus	SRR12494886	passes the trimming step	not used for transcript reconstruction	24580377/24580377	85.9724%	IU
C. sativus	SRR12574573	passes the trimming step	not used for transcript reconstruction	21163217/21163217	84.9092%	IU
C. sativus	SRR12574574	passes the trimming step	not used for transcript reconstruction	21451772/21451772	87.664%	IU
C. sativus	SRR12574575	passes the trimming step	not used for transcript reconstruction	22614940/22614940	88.5615%	IU
C. sativus	SRR12574576	passes the trimming step	not used for transcript reconstruction	24797450/24797450	88.0592%	IU
C. sativus	SRR12574577	passes the trimming step	not used for transcript reconstruction	19629763/19629763	87.8752%	IU
C. sativus	SRR12574578	passes the trimming step	not used for transcript reconstruction	18911383/18911383	88.1995%	IU
C. sativus	SRR12574579	passes the trimming step	not used for transcript reconstruction	23524911/23524911	88.2073%	IU
C. sativus	SRR12574580	passes the trimming step	not used for transcript reconstruction	22385762/22385762	87.3388%	IU
C. sativus	SRR12574581	passes the trimming step	not used for transcript reconstruction	24169740/24169740	86.8905%	IU
C. sativus	SRR12574582	passes the trimming step	not used for transcript reconstruction	23813438/23813438	87.9138%	IU
C. sativus	SRR12574583	passes the trimming step	not used for transcript reconstruction	23409252/23409252	88.0985%	IU
C. sativus	SRR12574584	passes the trimming step	not used for transcript reconstruction	19992091/19992091	87.8877%	IU
C. sativus	SRR12574585	passes the trimming step	not used for transcript reconstruction	22660628/22660628	87.6729%	IU
C. sativus	SRR12574586	passes the trimming step	not used for transcript reconstruction	20860137/20860137	87.6147%	IU
C. sativus	SRR12574587	passes the trimming step	not used for transcript reconstruction	33374202/33374202	86.1366%	IU
C. sativus	SRR12574588	passes the trimming step	not used for transcript reconstruction	18752119/18752119	87.8863%	IU
C. sativus	SRR12574589	passes the trimming step	not used for transcript reconstruction	24875055/24875055	87.3891%	IU
C. sativus	SRR12574590	passes the trimming step	not used for transcript reconstruction	18654499/18654499	85.7571%	IU
C. sativus	SRR12778025	passes the trimming step	not used for transcript reconstruction	26198758/26198758	89.0567%	IU
C. sativus	SRR12778026	passes the trimming step	not used for transcript reconstruction	21230016/21230016	88.4775%	IU
C. sativus	SRR12778027	passes the trimming step	not used for transcript reconstruction	21753850/21753850	88.6296%	IU
C. sativus	SRR12778028	passes the trimming step	not used for transcript reconstruction	27420280/27420280	89.615%	IU
C. sativus	SRR12778029	passes the trimming step	not used for transcript reconstruction	21372416/21372416	89.1151%	IU
C. sativus	SRR12778030	passes the trimming step	not used for transcript reconstruction	24138890/24138890	89.4482%	IU
C. sativus	SRR12778031	passes the trimming step	not used for transcript reconstruction	24218156/24218156	88.8954%	IU
C. sativus	SRR12778032	passes the trimming step	not used for transcript reconstruction	26219844/26219844	89.3899%	IU
C. sativus	SRR12778033	passes the trimming step	not used for transcript reconstruction	21435202/21435202	89.001%	IU
C. sativus	SRR12778034	passes the trimming step	not used for transcript reconstruction	25883754/25883754	88.6426%	IU
C. sativus	SRR12778035	passes the trimming step	not used for transcript reconstruction	24871583/24871583	87.9044%	IU
C. sativus	SRR12778036	passes the trimming step	not used for transcript reconstruction	26629569/26629569	88.1859%	IU
C. sativus	SRR12778037	passes the trimming step	not used for transcript reconstruction	23837862/23837862	88.7456%	IU
C. sativus	SRR12778038	passes the trimming step	not used for transcript reconstruction	21027802/21027802	88.0128%	IU
C. sativus	SRR12778039	passes the trimming step	not used for transcript reconstruction	24277136/24277136	89.0437%	IU
C. sativus	SRR12778040	passes the trimming step	not used for transcript reconstruction	25944038/25944038	89.0938%	IU
C. sativus	SRR12778041	passes the trimming step	not used for transcript reconstruction	25517088/25517088	89.3292%	IU
C. sativus	SRR12832821	passes the trimming step	not used for transcript reconstruction	24712028/24712028	79.4014%	IU
C. sativus	SRR12832822	passes the trimming step	not used for transcript reconstruction	26854367/26854367	79.5334%	IU
C. sativus	SRR12832823	passes the trimming step	not used for transcript reconstruction	22962535/22962535	79.2781%	IU
C. sativus	SRR12832824	passes the trimming step	not used for transcript reconstruction	23648257/23648257	80.0794%	IU
C. sativus	SRR12832825	passes the trimming step	not used for transcript reconstruction	27061273/27061273	83.0914%	IU
C. sativus	SRR12832826	passes the trimming step	not used for transcript reconstruction	27533297/27533297	79.788%	IU
C. sativus	SRR12919474	passes the trimming step	used for transcript reconstruction	24904043/24904043	89.6115%	ISR
C. sativus	SRR12919475	passes the trimming step	used for transcript reconstruction	24390760/24390760	84.3554%	ISR
C. sativus	SRR12919476	passes the trimming step	used for transcript reconstruction	21589854/21589854	85.8743%	ISR
C. sativus	SRR12919477	passes the trimming step	used for transcript reconstruction	24842599/24842599	85.9303%	ISR
C. sativus	SRR12919478	passes the trimming step	used for transcript reconstruction	24762712/24762712	89.1536%	ISR
C. sativus	SRR12919479	passes the trimming step	used for transcript reconstruction	24394620/24394620	88.5727%	ISR
C. sativus	SRR12919480	passes the trimming step	used for transcript reconstruction	24749588/24749588	88.6432%	ISR
C. sativus	SRR12919481	passes the trimming step	used for transcript reconstruction	23610950/23610950	88.6132%	ISR
C. sativus	SRR12919482	passes the trimming step	used for transcript reconstruction	24094799/24094799	81.6243%	ISR
C. sativus	SRR12919483	passes the trimming step	used for transcript reconstruction	24612719/24612719	84.486%	ISR
C. sativus	SRR12919484	passes the trimming step	used for transcript reconstruction	25478263/25478263	84.5062%	ISR
C. sativus	SRR12919485	passes the trimming step	used for transcript reconstruction	24890256/24890256	88.9487%	ISR
C. sativus	SRR12919486	passes the trimming step	used for transcript reconstruction	24878825/24878825	88.8029%	ISR
C. sativus	SRR12919487	passes the trimming step	used for transcript reconstruction	24619520/24619520	89.196%	ISR
C. sativus	SRR12919488	passes the trimming step	used for transcript reconstruction	25184211/25184211	89.3769%	ISR
C. sativus	SRR12919489	passes the trimming step	used for transcript reconstruction	22936669/22936669	89.9179%	ISR
C. sativus	SRR12919490	passes the trimming step	used for transcript reconstruction	22545593/22545593	89.8216%	ISR
C. sativus	SRR12919491	passes the trimming step	used for transcript reconstruction	24732513/24732513	89.0139%	ISR
C. sativus	SRR12970020	passes the trimming step	not used for transcript reconstruction	17906499/17906499	86.605%	IU
C. sativus	SRR12970021	passes the trimming step	not used for transcript reconstruction	18689336/18689336	86.3896%	IU
C. sativus	SRR12970022	passes the trimming step	not used for transcript reconstruction	17803431/17803431	85.947%	IU
C. sativus	SRR12970023	passes the trimming step	not used for transcript reconstruction	17538285/17538285	86.6532%	IU
C. sativus	SRR12970024	passes the trimming step	not used for transcript reconstruction	19576833/19576833	87.0602%	IU
C. sativus	SRR12970025	passes the trimming step	not used for transcript reconstruction	17282409/17282409	87.0048%	IU
C. sativus	SRR13020915	passes the trimming step	not used for transcript reconstruction	25553309/25553309	82.3498%	IU
C. sativus	SRR13020916	passes the trimming step	not used for transcript reconstruction	20988066/20988066	85.1389%	IU
C. sativus	SRR13020917	passes the trimming step	not used for transcript reconstruction	21062413/21062413	83.8612%	IU
C. sativus	SRR13020918	passes the trimming step	not used for transcript reconstruction	20433556/20433556	84.9042%	IU
C. sativus	SRR13020919	passes the trimming step	not used for transcript reconstruction	21030654/21030654	84.5891%	IU
C. sativus	SRR13020920	passes the trimming step	not used for transcript reconstruction	21274166/21274166	84.8527%	IU
C. sativus	SRR13020921	passes the trimming step	not used for transcript reconstruction	20792169/20792169	83.1117%	IU
C. sativus	SRR13020922	passes the trimming step	not used for transcript reconstruction	20496811/20496811	80.9479%	IU
C. sativus	SRR13020923	passes the trimming step	not used for transcript reconstruction	22037876/22037876	83.733%	IU
C. sativus	SRR13065838	passes the trimming step	used for transcript reconstruction	37084603/37084603	66.9754%	ISR
C. sativus	SRR13065839	passes the trimming step	used for transcript reconstruction	36807703/36807703	68.1777%	ISR
C. sativus	SRR13065840	passes the trimming step	used for transcript reconstruction	37387134/37387134	69.2329%	ISR
C. sativus	SRR13065841	passes the trimming step	used for transcript reconstruction	37765820/37765820	66.7835%	ISR
C. sativus	SRR13065842	passes the trimming step	used for transcript reconstruction	37162692/37162692	64.8694%	ISR
C. sativus	SRR13065843	passes the trimming step	used for transcript reconstruction	37153373/37153373	65.2948%	ISR
C. sativus	SRR13065844	passes the trimming step	used for transcript reconstruction	37488405/37488405	67.5519%	ISR
C. sativus	SRR13065845	passes the trimming step	used for transcript reconstruction	37366219/37366219	62.7813%	ISR
C. sativus	SRR13065846	passes the trimming step	used for transcript reconstruction	36858855/36858855	66.1858%	ISR
C. sativus	SRR13065847	passes the trimming step	used for transcript reconstruction	36657850/36657850	67.5543%	ISR
C. sativus	SRR13065848	passes the trimming step	used for transcript reconstruction	37064379/37064379	65.8735%	ISR
